label,ae_k2_z1,ae_k2_z2,ae_k2_err,vae_k2_z1,vae_k2_z2,vae_k2_err,ae_k8_z1,ae_k8_z2,ae_k8_err,vae_k8_z1,vae_k8_z2,vae_k8_err,ae_k32_z1,ae_k32_z2,ae_k32_err,vae_k32_z1,vae_k32_z2,vae_k32_err
1,4.333115,-4.6573405,0.02067653,0.20047699,-2.3626962,0.016115354,-6.786221,5.5530987,0.007086146,-1.391136,-1.7447141,0.008161955,-9.096232,-9.530709,0.0036188066,-2.3958259,-0.97047967,0.015915887
2,0.9700577,-5.2827005,0.0827304,0.025032781,0.6636127,0.08245577,5.3183627,0.29448867,0.043019354,1.2583821,-0.95262676,0.04141174,3.628244,3.44812,0.019303799,0.16281539,1.0029829,0.048479132
6,1.6361232,-5.507451,0.06342825,0.6975218,1.630234,0.037740827,0.96036786,-3.1777601,0.012297123,0.12541428,0.16042776,0.01908463,4.4173756,-0.85788345,0.009024688,1.2214825,-1.193547,0.017617196
7,7.872419,3.7967792,0.036461677,0.19956401,-0.10882238,0.062146787,11.391521,9.595692,0.016367106,1.9038072,-1.0008825,0.024834307,-1.9282231,13.884069,0.007354973,-0.720697,1.773342,0.021158557
4,-0.61230034,0.7509145,0.073817216,-0.19207235,0.59546936,0.11496464,2.4805908,6.383179,0.016434759,2.2026486,1.190342,0.05342874,2.527744,4.160804,0.011979586,1.3363394,1.8294413,0.053610418
6,0.47466388,-4.791384,0.053959496,0.17711926,0.9279649,0.049880374,7.1870995,-2.821242,0.014058741,1.4848628,-0.7893269,0.023081165,8.404932,2.4838567,0.0089288885,0.8945325,-0.36894715,0.021497034
3,-0.50803864,-5.702323,0.07036799,-1.1275551,0.0069822297,0.06649632,12.644695,-5.7922125,0.025829729,1.8274323,-1.1771564,0.036410663,16.68261,-3.6339514,0.015563782,1.2979088,0.035865273,0.03413545
2,3.2007918,-7.1049075,0.055300042,0.09829274,0.96112776,0.060654722,-2.5671425,-6.90227,0.016124314,-0.5387628,0.09020718,0.043442514,1.2276165,-7.121642,0.011018645,0.6390712,-0.5038684,0.033114444
0,-5.1656456,-0.29186967,0.028036155,-2.6762078,0.55398554,0.04056835,3.2694032,-5.5530243,0.017845664,1.1347525,0.7794981,0.04164087,7.9321995,-4.2415886,0.01240398,0.8136218,1.2737491,0.031077331
2,1.9769,-5.917634,0.07402977,-0.7914562,-1.2991071,0.08438224,-1.2282647,-1.5369012,0.0310656,0.10570568,-0.3155252,0.06315242,4.4092817,-4.9357667,0.015534602,0.26161233,-0.12520145,0.047469392
4,4.733401,2.371337,0.06925197,-0.19016029,0.47567752,0.083182774,10.000602,8.595301,0.021582875,3.2946928,0.13161755,0.0308185,2.0917807,13.511482,0.010442814,0.6127,2.8410008,0.021964468
0,1.0572593,-5.6765833,0.041488435,0.2714154,0.4731605,0.051673863,4.406792,-3.0598037,0.018446868,0.46095,-0.72223806,0.03158912,5.22284,-2.3219938,0.015176487,0.82760984,-1.0368038,0.027770631
0,-3.7149017,-7.0271153,0.05448368,-1.7198836,0.8918775,0.043711487,12.418279,-8.87764,0.01393512,2.5128062,1.1098135,0.025109604,20.106081,5.806019,0.0070334687,2.2751956,2.0266192,0.020867858
7,10.504994,-1.841543,0.032630775,1.0260477,-0.49496529,0.028553812,0.33414558,8.149685,0.010191695,0.15300737,-0.028808622,0.022453371,-8.059729,8.87653,0.0069795386,-1.2263606,1.5664461,0.018604796
4,9.234437,-8.71777,0.04466103,1.5598475,0.2452777,0.03654906,-9.853896,6.2105236,0.016565368,-0.7205731,1.3701583,0.024499996,-10.917046,-0.14994018,0.010738981,-0.90521026,0.5038541,0.030430665
6,1.8270681,-8.213349,0.07480408,0.82192236,1.9289489,0.044628233,2.2013268,-7.3599453,0.03328301,-0.055007085,-0.17793047,0.029007647,9.135597,-1.7796656,0.009451783,1.354398,-1.5101397,0.02246547
0,-4.169987,-5.1488805,0.04981839,-1.1606439,2.1007075,0.056626864,-2.4796317,-8.267328,0.014075513,-0.2744368,1.6927798,0.029018465,5.352792,-7.887535,0.00962795,1.3209226,-0.021557115,0.04428261
0,-3.4418666,-1.027651,0.036604494,-1.5670413,0.42394093,0.06680786,5.5227904,-1.1323315,0.022070052,1.2467208,0.47966924,0.036572427,5.9424343,-2.080492,0.016696168,0.09285759,1.3506813,0.033653263
8,1.032833,-3.2755444,0.044982992,-0.21312319,-1.0814275,0.055865746,4.9400992,3.4288843,0.028144397,0.4597485,-0.8827106,0.035663366,-2.5295064,-0.25936636,0.025625518,-1.0583043,0.6967884,0.040448874
3,0.107986465,-3.5878015,0.059887722,-0.6223725,-0.09502699,0.059101123,8.774359,4.5079403,0.022651006,0.9950373,-1.4259626,0.032562047,1.2750287,5.297968,0.020397156,-1.2121236,1.2048157,0.042994883
2,2.8058856,-6.664001,0.042632654,-1.6638021,-1.3566011,0.03343779,0.6622008,-0.84005904,0.019175123,-0.32125854,-0.9099686,0.026053108,1.0314825,-3.649301,0.008523618,-0.4863296,-0.31519875,0.025183393
4,6.4491453,1.669426,0.040584113,0.2655768,0.33515665,0.042218696,3.9086998,6.340273,0.028569944,1.5555781,0.08183826,0.03491358,-3.6327925,7.582349,0.013247453,-0.18473613,1.7393082,0.036013275
0,-2.8861856,-7.059447,0.046932336,-1.6325513,0.7719104,0.036850996,9.583327,-6.877539,0.012255518,2.2728484,1.1438793,0.02223919,16.316736,4.7467523,0.010875992,1.870822,1.8066792,0.020265287
6,1.7310919,-7.63168,0.042948306,0.7652467,1.8357437,0.03058857,1.4086485,-7.8425317,0.0077820215,-0.77503294,-1.1041982,0.010336251,7.4731274,-6.384979,0.005183651,0.91119367,-2.6263442,0.008713225
0,1.0726343,-8.406399,0.052797657,0.23267531,2.4234767,0.036041517,-2.3134847,-7.637989,0.017121164,-0.8188212,0.5654796,0.025874482,5.9964957,-5.064491,0.008303471,1.4461249,-1.4618989,0.026143868
2,1.6303505,-5.259952,0.04290306,-1.5869648,-1.0853167,0.026711427,2.8234906,-3.5809808,0.016382208,-0.30814633,-1.4717548,0.017494172,4.684928,-4.598927,0.009560458,-0.17464225,-0.71579975,0.018577648
2,2.6671095,-7.091597,0.05875015,-1.7026061,-1.2219172,0.049362518,0.028182987,-3.8070326,0.028405048,-0.41894928,0.3367416,0.03704181,1.0909191,-5.152637,0.017640768,0.19996715,-0.00073263724,0.03597393
5,0.18030766,-8.277295,0.088915646,-0.36957356,-0.16412842,0.07354477,9.961957,2.732697,0.021885976,1.7202247,0.7953809,0.034676205,5.949155,16.632961,0.012735853,0.4706956,2.1451108,0.034978528
8,4.540578,-12.721134,0.06671973,0.33187413,-0.4975121,0.070994705,-3.2447975,-3.6678321,0.033366684,-0.59283507,1.13757,0.041378587,-3.7647665,-0.81993216,0.01993988,0.7235453,-0.30308643,0.039589
0,-1.9094844,-5.5662103,0.0833867,-1.2835935,0.4353581,0.058211513,18.254147,-1.3235934,0.028437052,3.27943,-0.07909337,0.028680721,15.5093975,11.794615,0.010562505,0.83652186,2.9196992,0.04092363
3,0.18777929,-8.005625,0.093190074,-1.6515783,-0.13582824,0.06450508,10.56139,-3.0137534,0.027024182,1.6801741,0.009958821,0.038481,8.188197,6.656563,0.013269866,0.701577,1.9670835,0.053534683
1,4.6175222,-6.7234683,0.021669062,-0.70138526,-2.771051,0.011198354,-8.50199,-0.1846044,0.0050099287,-1.9722914,-1.466728,0.008480228,-5.140648,-13.784542,0.0032497991,-1.6603796,-1.871593,0.01510348
1,3.8556437,-5.2395906,0.018564532,-0.7924931,-2.6327503,0.009470255,-8.130714,3.1293013,0.003949555,-1.2903883,-0.9740693,0.008769767,-7.627707,-10.326182,0.0026403535,-1.9876165,-0.9568946,0.008288126
8,5.0315595,-10.131162,0.05588174,-0.6192273,-1.5147365,0.06258162,-6.739114,-5.4857903,0.038599834,-1.3940861,0.56598693,0.032700956,-2.3220878,-10.338645,0.021038914,0.4461514,-1.5661062,0.03855063
5,2.4340796,-10.76506,0.049445793,0.46400264,1.3517411,0.072750404,-3.7231503,-6.3916373,0.03222168,-1.0034134,0.690998,0.02585899,1.2977272,-4.016859,0.010759771,0.7522856,-1.4852562,0.026006216
3,0.16626553,-6.4226522,0.06971034,-1.3078464,-0.30435675,0.06457409,13.603773,0.44411537,0.04077816,1.4677119,-1.8762155,0.045342688,8.859597,0.08363236,0.018098088,-0.17152928,0.3998067,0.0430992
1,4.8640285,-6.532256,0.025995562,0.13381772,-2.652653,0.01733847,-8.702451,2.9982414,0.005812083,-2.0868547,-1.9838395,0.009502454,-8.492058,-11.625419,0.0044621937,-2.23621,-1.7424672,0.008500859
0,-5.586544,-11.547889,0.04216067,-1.6199,3.4848645,0.032406833,-5.1865153,-14.048597,0.01988059,0.10374163,3.0997944,0.026682964,11.634082,-2.4710474,0.0100563215,2.9160726,0.14986992,0.023261923
8,6.177004,-13.862236,0.054078262,0.411408,-0.63076943,0.05694847,-0.38021272,2.0320222,0.032338154,-0.5682901,-0.25526667,0.032116175,-3.3681586,5.523615,0.014578526,-0.30850607,0.047230743,0.02638885
9,11.75374,-12.672112,0.024716392,2.7471008,0.409886,0.025185583,-12.098449,1.7476635,0.0151999565,-1.6792285,1.4729912,0.023433795,-9.871346,-3.6058047,0.006396453,-0.4763222,-0.55743957,0.0155745
0,-2.813889,-5.904192,0.06889341,-0.89134604,2.0643535,0.058636203,-4.5786705,-7.3435044,0.020010564,-0.41186762,1.660515,0.035936225,2.3723443,-5.99613,0.010058268,1.2304314,-0.26136425,0.04119782
1,5.0996723,-3.7393126,0.035358038,0.8417524,-1.759972,0.022113752,-0.07061921,5.539888,0.0069865985,-0.979657,-2.9479,0.009507908,-4.9400425,-5.719017,0.0050931154,-1.8843986,-1.2605798,0.014083843
3,3.5330942,-11.928161,0.052268535,-0.7751219,-0.9688408,0.046731446,-2.365708,-8.443413,0.016275128,-1.1120049,-0.29378623,0.018907847,1.8438842,-2.5245504,0.007998173,0.52303934,-0.96220726,0.026873112
7,8.722042,3.3524806,0.07546148,-0.72324413,0.67370856,0.090834685,9.441298,5.9317417,0.02581993,1.9366164,1.3130032,0.039356034,4.7646823,16.026533,0.008125701,0.74027544,2.1529725,0.030296072
1,3.3982997,-2.9801164,0.019146368,0.61986506,-2.1339982,0.014987724,-3.5886657,3.7654932,0.0068825656,-1.3253286,-1.8335314,0.011293793,-6.3034396,-9.895696,0.0036822152,-2.0894186,-1.232588,0.01261367
7,13.960006,-12.860004,0.024097253,2.5975537,-1.0255483,0.018785786,-11.95083,6.223652,0.008088214,-0.91666603,1.0383272,0.010096204,-13.5347805,4.221407,0.00559692,-1.0419192,1.1148963,0.009453892
0,-2.5619705,-13.703302,0.033394385,-1.1658391,2.6854646,0.04678288,5.388112,-15.843208,0.025581408,0.92588544,1.7452557,0.036710337,22.110235,-0.7998354,0.008602853,3.0209134,-0.09061998,0.027091432
0,-1.9370914,-7.206037,0.035630103,-1.0077176,0.91226125,0.053461265,7.7051234,-7.2149806,0.0106931925,1.7958502,0.9235923,0.028249815,14.794711,3.1445816,0.0053946134,2.1085823,0.36248326,0.013490404
3,1.8086724,-10.051064,0.047865488,-0.6493554,-0.9640214,0.046921495,0.17760853,-8.455271,0.017133787,-0.68161607,-0.35153845,0.029439664,5.4815993,-3.3982437,0.012338611,1.092117,-1.1509659,0.034530327
7,8.257244,-10.083879,0.06423188,1.4835172,-0.67245704,0.05469928,-7.074938,1.9113114,0.04294488,-0.3019868,0.30715021,0.046619926,-7.35773,1.7429571,0.022732653,-0.373476,0.4983264,0.04340622
6,1.0222654,-5.9406924,0.055009782,0.4239979,1.250744,0.036736354,2.2218084,-4.320189,0.015271422,0.38396847,0.1947978,0.021374915,5.2091956,-2.0483408,0.010143356,1.1808738,-1.1802664,0.032566678
3,0.2869965,-4.473403,0.050143413,-0.6955423,-0.38074952,0.044682886,10.620062,2.5854092,0.020249456,0.9857669,-1.9772795,0.021562109,4.766921,3.2478945,0.010452135,-0.96361804,0.7444325,0.029607926
2,1.9112478,-5.7816677,0.08578215,0.28460923,1.0366762,0.07457486,-4.8065753,-10.793821,0.017607642,-0.030257875,1.6403751,0.038362015,4.253303,-4.2080355,0.011501379,2.2791946,-0.3699383,0.026230948
3,0.7479448,-5.3213863,0.05762699,-0.5978122,-0.6493874,0.051640145,5.719714,1.366892,0.029433658,0.6090425,-0.7602881,0.038869604,0.3308057,3.6119845,0.020521596,-0.47347087,0.77426773,0.037674922
1,2.564189,-3.7906861,0.026582291,-0.7198129,-2.2151816,0.026151633,-4.993129,-1.1814632,0.008962755,-1.1920531,-0.6610789,0.011870225,-2.1805167,-12.5158205,0.004919482,-0.8043948,-1.5437889,0.018658832
6,-2.4888275,-3.8445814,0.050081145,-0.6575993,0.95507073,0.055736173,7.3109484,-4.7923493,0.020096399,1.8606368,1.3104119,0.023994146,11.609105,7.052742,0.012869643,2.0540447,1.0918041,0.028009102
7,13.633374,-2.1416512,0.036471564,0.98148054,-0.11569875,0.03666184,-1.2049801,4.3611627,0.018683383,-0.14389722,0.34763774,0.025614513,-5.071401,6.3756413,0.015674816,-0.016816821,-0.02155866,0.022239462
6,-1.1981703,-7.321643,0.09983489,0.60280246,1.8623174,0.0653434,3.5373423,-9.771986,0.015244535,0.78583765,0.35422778,0.03613532,14.499793,-3.7392528,0.00800804,2.1793697,-0.9968343,0.02183149
1,4.0055766,-5.6668754,0.021198345,-1.0818924,-2.354051,0.015046776,-8.506795,2.53279,0.005872748,-1.2796161,-0.65297765,0.010868283,-7.682387,-10.038998,0.0030436963,-1.7458119,-0.83447456,0.015640603
5,2.4241302,-11.032413,0.057445593,-0.17783973,-0.59033394,0.053501334,4.41892,-4.296137,0.030571654,0.26813838,0.3624084,0.030227201,3.794055,7.554962,0.013550275,0.75940615,-0.06744015,0.028188752
9,10.759176,-11.604297,0.031111887,1.9239652,-0.84524506,0.0348649,-9.440481,5.38026,0.0114738615,-1.7732246,0.11266977,0.016519679,-10.353461,-0.68093693,0.0056649153,-1.7960515,-0.19669959,0.019596824
8,3.8900065,-11.90346,0.039990608,-0.26838428,-0.9694886,0.044207823,0.7138664,-2.6268027,0.023012422,-0.9665834,-1.0074646,0.021717442,0.15416579,0.5351664,0.013038063,0.0426981,-1.2110307,0.021058694
3,3.8790033,-11.496575,0.0436015,-0.008445736,-0.8767322,0.04260739,-3.6953633,-1.4351616,0.016418798,-1.2119536,-0.19738093,0.019355768,-5.3047485,-0.073170014,0.006819284,-0.48327428,-0.7018425,0.023373572
1,4.8130593,-7.43933,0.02654608,-1.2607683,-2.3985121,0.012092716,-8.745629,-2.6886108,0.0054709236,-2.011309,-0.8880809,0.008237439,-3.3964515,-14.142492,0.004106435,-1.0450761,-1.8710409,0.011547545
4,13.474256,-7.4998174,0.042779427,1.5221682,0.20345329,0.040037844,-5.998469,6.406498,0.021198526,-0.25264475,1.3647019,0.022940896,-9.558255,8.8428335,0.010624045,0.0038258166,0.9196435,0.02611584
0,-5.2678885,0.3933354,0.034599677,-2.4659657,0.6294727,0.057591323,5.354689,-4.1679864,0.015582097,1.651927,0.6065261,0.035275057,8.953075,-3.929011,0.014425864,0.7281582,1.543665,0.03680026
6,0.3534228,-4.453277,0.04764587,0.22448118,0.7776895,0.04949138,6.1383743,-3.019221,0.015767194,0.7588097,-0.960258,0.027058,6.5106974,-1.2417015,0.012205608,0.7828887,-1.0890763,0.031517774
8,3.1293411,-8.352796,0.049833085,0.30100435,-0.9393124,0.05911946,0.8205498,-1.6242883,0.044197354,-0.36237878,-0.70107657,0.044733815,2.0912292,-2.10926,0.021802586,0.2924076,-0.806783,0.034243345
3,1.8238673,-6.2314577,0.062233992,-0.24230683,-0.37702775,0.049609803,5.5256724,4.016914,0.0349487,0.5664264,-0.77521014,0.046725605,-1.5029265,11.943731,0.015861439,-0.6727135,1.3340812,0.04099277
8,3.136086,-9.092176,0.041543446,0.39771834,-0.58322275,0.041645672,-0.027643457,-0.036604613,0.03118553,-0.26938522,-0.062971614,0.03465919,-2.4288864,0.42639452,0.014820004,-0.17205006,-0.51900166,0.024893977
7,4.0349326,6.7166204,0.017523836,0.0631069,0.16486739,0.06828636,9.030738,6.3267636,0.01756254,1.6074373,-0.20813583,0.036447894,-1.2406183,7.6632476,0.009256755,-0.10973041,1.1140959,0.03551165
0,-3.7427578,-8.873427,0.038650032,-1.5299344,1.177716,0.04115844,10.846119,-9.358663,0.007966992,2.364994,1.6393553,0.016872693,20.254873,9.427436,0.0056465133,2.767097,1.9116786,0.015976956
7,13.275119,4.6470346,0.026916146,0.77312565,-0.4485806,0.063660935,5.2128515,8.998172,0.009394668,0.8866269,0.39096716,0.017988075,-6.4553814,14.477034,0.0051904977,-0.39255327,1.8386962,0.024009766
7,10.477027,2.4618115,0.052289475,0.25729057,-0.0685403,0.06825281,12.0852375,13.156462,0.02887585,1.8307939,-1.3747625,0.03577587,-7.7870913,15.097261,0.013449569,-1.2835205,1.7954028,0.030800683
6,-0.58017784,-2.3727653,0.046845987,-0.051262658,0.7155318,0.046896473,6.162737,1.0789442,0.021301674,1.4971567,-0.39670455,0.033051305,3.0546324,3.3167446,0.011152829,0.24456969,0.6425609,0.0329546
0,-1.477326,-8.370202,0.038094204,-0.5165472,2.3006546,0.039522294,2.0448704,-9.236591,0.018559875,0.32335255,0.75422907,0.025508132,11.777959,-5.9196386,0.010692898,1.8787404,-1.1095426,0.02547705
6,1.9828651,-6.178367,0.056634713,0.868656,1.9935842,0.028838372,-3.193329,-7.375724,0.010807976,-0.7248661,-0.21875095,0.017738149,4.6751904,-7.739941,0.0054606455,0.9483316,-2.0602841,0.014292526
2,1.5087551,-3.8747575,0.06880513,0.16581541,0.73017365,0.05934661,-2.692412,1.6233859,0.03186846,0.30392277,0.4658407,0.056695122,-1.9623764,0.12610859,0.016894907,0.12022456,0.75333315,0.046710614
7,7.6607466,5.2268977,0.028649312,-0.13198662,0.2204829,0.07739643,14.972631,10.055762,0.0110406345,2.8339837,0.53657657,0.018085912,1.1769693,19.347958,0.00739585,0.22497319,2.9129505,0.024966575
0,2.626988,-14.705344,0.04257285,0.042146824,2.485026,0.044404004,-4.734213,-12.5061035,0.022072164,-1.0153238,0.9784404,0.02841817,7.0848,-4.834574,0.007693794,2.0496416,-1.1845059,0.02606822
5,-0.2997269,-9.179212,0.08637332,-0.3978442,0.080147624,0.09080406,7.4242973,-1.8687196,0.061799698,1.1941396,0.25307298,0.08358981,8.083409,6.4838576,0.019600596,0.7099269,0.74807775,0.05699733
8,6.3796854,-12.503875,0.051930044,2.0589004,1.8133947,0.040380027,-10.55731,-6.114836,0.034822106,-1.9103528,1.0483878,0.03657626,-1.2208213,-10.545587,0.0184298,0.5820226,-1.7914891,0.039810542
7,7.367677,-0.22760378,0.043045025,0.7693686,-0.49821714,0.042238303,0.34412032,9.612446,0.02967747,0.16885345,-0.2060552,0.033983495,-8.044436,2.9663272,0.01620188,-1.4105407,0.4337853,0.05473821
7,14.633566,-2.1245544,0.037365988,0.96679646,-0.39680445,0.046607874,1.9252908,6.0630827,0.0126075875,0.5189842,0.9148238,0.021554874,-5.318351,14.174345,0.007724709,0.0010811165,1.4137154,0.018958516
1,3.84784,-2.6942298,0.021601655,0.8742676,-2.1447968,0.0119791655,-0.81212044,4.3871794,0.0053066374,-0.84049803,-2.4225402,0.016558303,-4.9361777,-7.920982,0.0031162112,-1.8282034,-1.2374871,0.009202614
7,3.6781259,3.6987643,0.03442005,0.1753547,0.19174327,0.053278904,6.907688,5.341543,0.023703689,1.7755749,0.25463244,0.03103055,-1.8425843,5.980769,0.013456896,-0.11784364,1.4819357,0.0373313
9,10.89662,-1.7418458,0.027224973,0.77433515,-0.24671625,0.031919874,2.8278074,12.222279,0.015880013,0.5576486,-0.5399123,0.02240397,-8.512953,12.626803,0.008196826,-1.4969536,1.3276705,0.017485647
1,4.848806,-2.9437127,0.024123238,1.0972049,-2.0184457,0.019198094,-0.7579893,6.8786306,0.005362077,-0.74134004,-2.427028,0.007873541,-6.617436,-5.020868,0.0036033483,-1.9583226,-0.9230679,0.007463383
9,10.58955,-0.60936475,0.025946124,0.6941506,-0.18482031,0.033611484,4.9616795,13.630173,0.011470685,0.9011517,-0.6414325,0.016075414,-8.656646,12.815952,0.0058268826,-1.644935,1.0964782,0.015798194
5,3.0001285,-6.5009694,0.03992422,-0.03743471,-1.5937327,0.038991895,-5.0966835,-1.2245228,0.027449232,-1.4768673,-0.5227155,0.03052659,-4.4381185,-7.8801594,0.017979309,-0.6997718,-1.4716492,0.024665412
9,7.528545,-6.0069532,0.028645223,1.2251159,-0.31762043,0.03822948,-6.1133413,6.739284,0.016459523,-1.2167108,0.066049315,0.028594567,-10.70183,-2.3904502,0.010149612,-1.6432111,-0.44828576,0.024831017
6,-1.5393765,-2.3660583,0.04326355,-0.32043573,0.88064706,0.04933027,6.1552343,-0.039279055,0.021001019,1.4549437,0.2884144,0.028677689,4.863725,3.2582595,0.009868871,0.88110095,0.91608226,0.06485757
5,2.4221356,-8.823462,0.06120235,0.61754775,1.5933313,0.055485487,-6.334989,-2.333459,0.035846725,-1.2502111,1.1215559,0.04708996,0.21887065,-5.391522,0.025019828,0.58647937,-1.1808976,0.044438764
6,3.8189142,-8.09124,0.044816367,-0.3369037,-1.7455835,0.052670274,-5.8223133,-5.6327453,0.01876486,-2.0082123,-0.5602154,0.031771123,-0.77518487,-10.650392,0.008055458,0.035192214,-2.336544,0.031462286
9,14.531642,-10.097827,0.02816372,1.4753357,-0.4537498,0.035586506,-5.9571033,6.469086,0.017538302,-0.99975187,0.5150745,0.020429127,-9.230858,8.327261,0.0064425184,-1.030172,0.6898892,0.025683874
6,-0.42732066,-6.7048135,0.07979266,0.6823627,1.9433681,0.037124485,-0.16623119,-9.290235,0.009867781,-0.003662938,0.7736263,0.013733996,10.403359,-5.2702484,0.009143203,2.0174246,-1.5268356,0.019233245
9,10.777752,-12.320655,0.026347004,1.7232883,-1.4576898,0.037920587,-13.450192,2.6698344,0.0144217815,-2.7372081,0.3953171,0.019919937,-10.743549,-6.3040338,0.006393667,-1.4437768,-0.8958008,0.02527855
7,13.115824,1.8311334,0.049405973,0.79864204,-0.14240748,0.06815119,2.3901334,5.4246693,0.012743569,0.79504436,1.837815,0.024850395,-1.7455757,13.206111,0.009133296,0.8794459,1.7878253,0.028983284
8,6.7555075,-3.2981493,0.1213618,-1.0175413,0.048838787,0.081594,15.235755,3.772884,0.049521446,2.127044,-1.1252872,0.056435287,3.7126756,7.7331066,0.028130963,-0.41937882,1.7382538,0.04612463
0,-4.3091836,-4.9649053,0.08525723,-1.7497313,1.5326353,0.07942742,-2.1233237,-4.906778,0.026273511,0.6820431,1.7741729,0.06974837,4.297262,-2.4682302,0.009222485,1.0111476,0.9397336,0.060888223
6,2.1443398,-6.043902,0.037858367,0.63306785,0.9710863,0.046207994,-2.0287797,-4.91843,0.013734206,-1.1977823,-0.8284527,0.024834733,1.2057637,-8.982357,0.010712491,0.27785832,-2.56484,0.030474331
4,1.0611962,-4.529243,0.050109748,0.1484703,0.43351367,0.050944768,4.105521,1.7994453,0.05001532,0.57423526,-0.71423644,0.04897257,1.9131787,-0.13447164,0.023299713,-0.451717,0.07370419,0.041013587
7,10.7304125,-10.039905,0.037257433,1.8471802,-0.25942826,0.039618496,-8.893531,6.4165235,0.029227465,-0.6897965,0.40939963,0.030333128,-11.978255,3.266851,0.011785169,-1.2251596,0.51876885,0.028549355
3,2.6769876,-0.12202369,0.03730825,0.37029418,-0.4785332,0.04894071,5.453171,9.138094,0.021083323,0.73936856,-1.7362287,0.031978298,-6.1220813,4.1943636,0.014868279,-2.0167737,1.0818307,0.030189373
9,10.299966,-1.2733024,0.024631072,0.45960778,-0.4085462,0.027537163,4.4859967,8.07508,0.0123911705,0.57535315,-1.0009916,0.016824082,-5.2171135,9.578904,0.0074400767,-1.0625341,0.20934436,0.017378133
1,6.291968,-6.653838,0.03739923,1.003887,-1.2866479,0.02615939,-5.148479,4.3227177,0.016252683,-1.4557781,-0.7712779,0.030511357,-8.094786,-4.0026493,0.010525813,-1.7466391,-0.95242685,0.021811424
4,5.77701,1.5184299,0.053395163,0.65786487,0.37953642,0.051911443,-0.70318395,6.467922,0.032720435,0.82609576,0.91095996,0.036103938,-5.6077075,3.3388534,0.012355204,0.29474288,0.81300867,0.033344217
9,6.6364036,0.6144762,0.03350405,0.28128743,-0.10512122,0.038430106,9.338223,9.702895,0.016796222,1.9791028,-1.4696791,0.021986146,-5.7786713,11.399923,0.0099569755,-1.3199509,1.4947621,0.023956055
1,3.0163233,-3.0231159,0.016027767,-0.21458827,-2.2665493,0.020904357,-5.0058107,6.003624,0.0044884295,-0.8456804,-1.4420741,0.008131908,-8.234003,-8.8306265,0.003857793,-2.3097458,-0.637635,0.013532595
2,1.5617003,-5.1182075,0.046076573,0.319258,0.821171,0.05007051,-0.21643412,-0.5501606,0.03293853,-0.14546818,-0.5890207,0.035898983,-0.22033013,-2.289911,0.01885138,-0.086365655,-0.011251061,0.036372744
2,0.49341342,-2.5451748,0.083055995,0.15926,0.56739277,0.08328774,1.980925,5.670745,0.03245807,1.1301079,-0.6480586,0.04658601,-3.144431,1.1481671,0.01724853,-0.56017554,0.6693164,0.05537507
3,3.1156526,-12.036552,0.059390333,-1.3088979,-0.8376043,0.07117177,-3.5618494,-12.813403,0.026204858,-0.938612,0.46280146,0.029810322,7.396083,-6.950976,0.017709183,1.6444495,-1.1314319,0.032143354
5,3.0783143,-10.664219,0.049376663,0.36529997,-0.57776606,0.047562435,-0.94729567,-0.15876919,0.035376966,-0.5956897,0.1529927,0.04212496,-3.149314,3.7245445,0.0123976935,-0.053949546,-0.44541317,0.03562832
5,0.87839246,-7.7479362,0.04744413,-0.6319295,-0.7500118,0.051693678,4.1490626,-5.7174506,0.025900245,0.35046637,-0.36199114,0.035259787,8.216312,-0.52676255,0.0147718415,1.0041599,-0.49682632,0.030863604
0,-0.92805904,-10.725838,0.050172165,-0.23495531,2.9147065,0.024401926,-3.570436,-12.625328,0.012076787,-0.38645104,1.6156629,0.022920147,11.004453,-5.441611,0.007983748,2.5994267,-1.3824481,0.020281285
9,12.367631,-1.9214853,0.023135005,0.68132466,-0.40955964,0.028476285,2.688077,11.601263,0.010549843,0.38007113,-0.87378836,0.013209541,-7.2491117,11.687419,0.007845243,-1.6091462,1.0126867,0.015082642
3,4.345331,-14.822593,0.042705186,-0.69554704,-0.83978206,0.061597157,-1.2875463,-9.037,0.020715669,-1.2777969,-0.44081813,0.026754564,3.145955,-0.3603675,0.010618718,0.80781066,-1.1513877,0.02369329
7,9.828281,-13.335523,0.060591694,2.3744385,-0.5942803,0.05859005,-6.6586037,-1.9261304,0.035470173,-0.4368406,0.7470807,0.033583097,-4.7699347,0.43234095,0.01232046,0.22346489,0.9752606,0.035178002
9,9.7890415,-2.307374,0.045805395,0.71106666,0.041417688,0.044073198,1.3532853,4.7735214,0.02998138,0.61166227,0.657632,0.03314938,-1.5541168,7.3499823,0.014726399,0.26137152,0.6997203,0.04031036
4,6.3228946,-10.183557,0.04680325,0.7714997,-0.9217622,0.058595296,-7.035353,0.08742442,0.025633376,-1.1110772,0.76914644,0.03412619,-3.5423477,-7.204421,0.01277783,-0.19056535,-0.7077145,0.031215033
4,13.213319,-11.698588,0.04690922,2.6780398,0.616987,0.03135102,-10.8942995,2.3482785,0.023487885,-1.6098154,2.2682621,0.025765738,-7.212312,-0.45179373,0.008428072,0.19352941,-0.5980683,0.02891098
2,0.9307594,-3.528377,0.07251008,0.44467053,0.85339063,0.065351605,-4.0075045,-1.8002558,0.018358318,0.42889476,1.4829469,0.03509695,1.4480065,-3.8328133,0.021786684,1.3532726,-0.13743092,0.04233162
