label,ae_z1,ae_z2,vae_mu1,vae_mu2,vae_logvar1,vae_logvar2
2,5.7226624,0.9804503,0.102816895,-0.21794206,-3.7401319,-3.9048553
8,4.581892,0.027474467,-0.2851522,0.10451461,-3.4997919,-3.6129718
6,1.957097,-4.9151897,0.4192142,-1.2296928,-2.7767394,-2.6206684
6,5.1601253,-11.156304,1.8618078,2.1408935,-3.0936213,-2.8411674
8,7.0900283,-13.813806,0.3832279,-0.8502839,-2.5210598,-3.0044494
1,3.8772354,-5.664682,-0.8110867,-2.4634848,-2.0993044,-2.0890408
3,0.2941613,-8.441877,-1.241683,-0.121930815,-3.613551,-3.8283858
1,3.4922054,-4.155795,0.26527566,-2.4152153,-2.4010217,-2.1640773
1,2.9031243,-3.3768096,-0.21915638,-2.5004625,-2.131076,-1.9902005
0,-0.40433803,-6.8539734,-0.4163622,0.5293145,-3.3644767,-2.8395505
8,4.5957913,-10.059443,0.06495201,-0.5794038,-2.71126,-3.2505546
1,4.0604644,-5.7983866,-1.3065476,-2.410504,-2.268094,-2.2602124
4,13.534156,-8.368411,1.8916105,0.34078163,-3.1581836,-3.7059178
1,4.1921744,-5.4771285,0.4247103,-2.4785876,-2.64262,-2.410409
6,-2.2259803,-3.877986,-0.40564394,0.8449102,-4.0139823,-3.9962807
3,0.9166516,-11.092606,-0.79924667,-0.537953,-4.2745204,-4.9443035
7,10.443563,-7.701665,1.6885958,-0.9770128,-3.2342224,-3.273942
9,14.174935,-0.8143379,0.87155104,-0.06460222,-4.2075095,-4.562908
1,4.187244,-2.7484727,0.9507996,-1.9080722,-3.1402235,-3.1457772
3,0.9298585,-10.88078,-0.78244025,-0.59709966,-3.862187,-4.135591
6,-1.7272375,-1.2400093,-0.29582694,0.6048069,-4.765431,-5.1189485
8,2.138996,-9.894416,-0.48858845,-0.42863354,-4.3312287,-4.5142756
2,1.5306318,-3.1379576,0.3363121,-1.6588254,-2.6424387,-2.313158
7,12.872056,-4.498682,1.5386469,-0.6677049,-2.8780713,-3.2561245
9,10.895951,-6.259757,1.161024,-0.4496853,-3.561902,-3.5060468
0,-0.65645254,-6.915099,-0.41781825,2.0349526,-3.0091064,-2.0682788
3,1.921072,-9.0291195,-0.90425706,-0.8798445,-3.4669662,-3.99859
3,2.5254953,-9.86672,-0.9065884,-1.161117,-3.3759768,-3.6032615
0,-4.3219643,-5.2502713,-1.1585711,2.4666328,-2.7943966,-2.2360306
0,-1.3398045,-9.327784,-0.37653273,2.279604,-3.1959584,-2.2649817
0,-8.068683,-7.402336,-2.704917,1.7927806,-3.5782683,-4.0371103
0,-0.36480942,-8.954289,0.03451939,2.6444569,-3.163286,-2.1514223
4,9.519572,-8.007874,1.7450473,0.039646864,-3.015047,-3.5537014
3,0.6800925,-7.831299,-0.6252749,-0.7081884,-4.0767813,-4.3554993
6,-0.7208536,-9.642998,0.16042754,2.224756,-3.9051528,-3.2040691
9,9.204996,-0.6424889,0.6189562,0.15172857,-3.4694843,-3.256021
6,1.2379166,-5.467182,0.4824222,1.6055002,-3.0419416,-2.6079202
6,1.0177238,-6.3514214,0.4339643,1.5591938,-3.220513,-2.556211
7,13.168555,-14.8358555,3.0362482,-0.18467355,-2.705605,-3.232987
0,-0.8783287,-12.295511,-0.1774813,3.1289613,-4.1689224,-2.857974
5,1.3774731,-4.8504505,0.008945553,-1.2232735,-2.9722261,-3.41534
4,-0.5775393,-2.0157049,-0.07072465,0.42724416,-2.9947789,-3.3329716
9,7.073085,-1.2443326,0.586992,-0.60352874,-3.1684468,-3.1154075
3,-1.520532,-5.899339,-0.7226932,1.4065375,-3.9138062,-3.353948
1,3.5486212,-4.543446,-0.12125437,-2.5625172,-2.406402,-2.200164
3,5.341129,-17.822392,0.42599803,0.5317659,-3.354736,-3.5433521
8,6.1227603,-0.2363777,-0.10322504,0.17562236,-3.798873,-3.742826
5,1.0458436,-8.266306,0.13343497,-0.37410218,-2.7927415,-2.5884676
5,4.243191,-2.10573,0.32492164,0.0010094792,-2.885184,-2.6990147
9,7.7675853,-0.013784718,0.39105827,-0.13964564,-3.6428967,-3.6877174
2,2.5681994,-7.633288,-2.4186482,-0.892286,-3.0086324,-4.0051017
7,12.003783,-10.632155,2.390368,-0.4249562,-2.6814468,-3.2201939
4,5.8570356,0.16630737,0.5668693,0.07080673,-3.2809052,-3.2615705
7,8.14059,7.142863,-0.011907678,0.2022262,-3.97155,-4.0856028
8,6.471765,-9.797646,1.6292299,0.69737786,-2.3444104,-2.4974089
6,-2.9214718,-2.0291085,-0.60666525,1.0212104,-3.7184753,-3.8560076
5,3.7187543,-8.177732,0.6801699,-1.077191,-3.0150554,-2.6331224
6,1.9412497,-6.866966,0.8503192,1.403086,-3.4340298,-2.956398
2,3.015331,-7.0589175,0.14732671,0.8498101,-3.2989857,-3.232902
1,3.4697216,-2.2046208,0.8422879,-1.8472189,-3.3490572,-3.2553792
9,7.6326485,-5.1321936,1.3360463,-0.20060188,-2.1315148,-2.6912198
7,16.446615,-6.76079,1.7192522,-0.76969326,-3.8184755,-4.1167707
0,-6.075554,-5.5672474,-2.2612464,1.3589171,-3.9227855,-4.4994974
8,6.268032,-9.214678,0.92083806,-1.1494381,-2.764511,-2.6346502
0,-3.2326365,-14.741307,-1.228269,2.4581542,-3.2149045,-2.8310204
0,-5.777649,-2.325826,-2.0654192,0.59169203,-3.1783514,-4.0840144
9,8.24839,-9.908244,1.7152331,0.5627786,-2.7223856,-2.7227864
7,6.4872484,-7.2254577,1.5776855,-1.2988411,-2.315057,-2.2268295
3,0.44168562,-11.108183,-0.9432932,-0.46364045,-4.797077,-4.943881
5,-1.907,-5.1549554,-1.4801015,0.48491675,-3.744638,-3.9554644
5,4.634564,-11.453745,1.189299,0.21784309,-2.712545,-2.3762221
8,6.656849,-11.7322855,2.222845,1.3225231,-2.1858838,-2.2817893
1,3.2059898,-4.3872776,-1.1763855,-2.1373312,-1.8490516,-2.028428
4,-0.83734316,-2.7194717,-0.008052655,1.1729398,-3.1924605,-3.1604352
1,3.7858713,-5.449582,-1.1183858,-2.5996523,-2.1416006,-2.125124
4,4.968297,-0.2593829,0.45332736,-0.012040873,-3.180106,-3.0264907
3,0.3171385,-8.271627,-1.2734362,-0.49856955,-3.9622521,-4.2416677
4,1.7284429,-4.778511,0.66570204,0.60973614,-3.0807266,-3.5635252
2,5.310447,-13.551496,1.010117,2.1702466,-3.7320316,-3.43646
1,4.1796145,-6.446235,-1.4074295,-2.1857674,-2.0332274,-2.4009714
4,5.592063,-2.7829766,0.7388109,-0.26144502,-2.6428854,-2.4322639
1,5.0329614,-7.698333,-0.734562,-2.5138574,-2.1327858,-2.0171647
6,0.7860367,-10.342152,0.54896086,2.0406609,-4.164638,-3.6385717
3,2.0900762,0.612825,-0.21000724,-0.12498209,-3.5492172,-3.8041573
6,1.6965629,-7.7805586,0.6819769,1.7618188,-3.3927014,-2.7366796
5,0.6659551,-6.46536,-0.42001972,-0.6804539,-2.999035,-2.956037
5,1.0220623,-6.4011645,-0.27420235,-0.8344231,-2.7179456,-3.090259
4,8.372161,-3.104575,0.9895525,0.070811644,-2.9341588,-2.8190565
0,-6.146278,-6.4181123,-2.0901432,1.9962463,-3.4157183,-3.602313
5,-0.32519025,-10.396074,-0.916684,0.8741971,-3.2580264,-2.9001994
0,-1.2473145,-11.962454,-0.48801404,2.8066175,-3.5675044,-2.590695
0,-5.761582,-10.270552,-2.0163486,2.5620008,-3.7662153,-3.4535708
0,-2.014203,-7.2296405,-0.44804704,1.9695783,-3.4279895,-2.4355583
9,14.356881,-4.6248326,1.1511133,0.030021457,-3.4960093,-3.969006
4,4.8010135,2.543447,0.3410806,0.3994285,-3.7098904,-4.263247
3,0.3515297,-9.125198,-1.28171,0.057435513,-3.6867802,-4.081472
9,8.935685,-8.860466,1.9277655,-0.33249953,-2.4066062,-2.3667603
7,6.259135,-1.855505,0.88079137,-1.0113481,-3.1038966,-3.186994
1,3.7486134,-2.1790178,0.6688791,-1.535769,-3.166894,-3.2018442
2,2.141896,-4.0824227,1.2371327,-1.443165,-2.6847646,-2.9319086
0,-6.0159116,-6.6132803,-1.893936,2.1935809,-3.381502,-3.3556566
9,15.39995,-10.06913,1.6824098,-0.2467552,-3.261382,-3.2969813
4,8.279203,-8.042335,1.5181887,0.19605476,-3.343295,-3.7350712
4,6.5732346,-3.4168444,1.0473397,0.42685556,-2.7900145,-2.7476592
0,-1.5956751,-6.728719,-0.9032038,0.8280266,-3.0134864,-2.6154418
4,6.29139,0.0594056,0.37642354,0.3355991,-3.7571504,-3.7682214
1,5.6715794,-8.371309,-0.8564166,-2.2826161,-2.3877892,-2.26682
1,4.4415584,-6.135714,-1.1549911,-2.8008668,-2.2998693,-2.3210669
7,12.109135,-13.039297,2.7752244,-0.89362884,-2.5591593,-2.8848925
3,7.8104873,-4.153573,0.28331682,-0.003516527,-2.854972,-3.1477962
1,3.450464,-2.4327483,0.8771453,-2.0501635,-2.885868,-2.7415686
5,3.5313468,-8.755303,0.31684515,-0.85817856,-3.4330993,-3.764227
2,-1.4814066,-2.646472,-0.19752686,1.4056284,-3.6914458,-3.8806443
7,8.839413,-10.2730665,2.2843845,-0.85652673,-2.271675,-2.6567554
3,5.9511194,-1.2549263,0.1738775,-0.35746026,-3.0003507,-3.0303512
9,15.458713,-4.2184105,1.2292964,-0.103447996,-3.6074939,-3.803389
6,-1.6768377,-1.9637446,-0.10579607,0.7057512,-3.747167,-3.754273
0,-6.6972256,-8.228721,-2.164564,2.265567,-3.5001624,-3.4922504
8,3.5843036,-13.666767,-0.7627913,-0.55386484,-3.6352298,-4.0956073
1,5.5572457,-8.411053,-1.0955755,-2.419211,-2.6836028,-2.6287374
6,1.6509486,-5.037345,0.7808903,1.1944112,-3.205842,-2.6048293
7,7.122679,10.13028,-0.026086118,0.14281811,-3.5125117,-3.1913643
2,5.3416595,-11.945203,0.93968844,1.3448825,-3.0445976,-2.848652
9,10.963549,-6.9167147,1.2108533,-0.93545264,-3.1576657,-3.0478802
5,2.8294177,-3.4712868,0.21702826,-2.0224192,-2.5976882,-2.6365538
8,6.181033,-13.68221,1.351617,1.261307,-2.5182552,-2.4038773
8,3.570288,-11.245268,-0.11220166,-0.26272047,-3.5467072,-3.882193
6,-0.44813836,-7.347484,0.25822163,1.5174206,-4.5167923,-3.9826903
7,11.795644,-11.643596,2.9208467,-0.5604666,-2.3866236,-2.6331263
5,2.4238331,-12.143378,-0.043026526,-0.8399078,-2.8584528,-3.1419864
0,0.18788433,-12.369945,-0.33559468,2.5179582,-3.5811908,-2.5054703
6,0.59536994,-6.50329,0.0376007,1.5771867,-3.0126567,-2.334577
2,2.562093,-1.6317588,0.9350112,-1.613091,-3.5213072,-3.2793856
9,6.7198243,-0.18748316,0.2981629,-0.22203907,-3.4237554,-3.4815598
2,1.4197062,-4.277354,-3.0568106,-1.3600985,-3.025872,-4.1117954
6,1.3824799,-4.934993,0.52714956,1.318206,-3.0130599,-2.624373
5,0.093671545,-6.7880845,-0.8056178,-0.29401064,-3.4844387,-3.5655708
4,6.2991486,1.8536716,0.054294303,0.43885803,-3.8993793,-4.5269256
3,9.572911,-13.524521,1.8614596,-1.2506746,-2.4535925,-2.654677
7,-1.2112967,-2.7161293,-0.5804991,1.2097301,-3.6108925,-3.0806947
5,5.7052517,-5.460188,0.8553298,-1.3527427,-2.1883824,-2.1494095
5,1.2135689,-8.618625,0.05392199,1.4341351,-2.8647354,-2.2823915
9,14.035936,-13.158852,2.2887418,0.045312993,-3.4560266,-3.8271184
9,9.585162,-6.813996,1.55633,-0.04643605,-2.595176,-2.4506302
1,4.5338025,-3.2506394,0.85631835,-1.9106799,-3.663367,-3.506269
4,6.641588,-1.8418849,0.50298417,-0.6119101,-2.8992467,-2.9494348
9,11.428459,0.8844054,0.58518624,-0.009446427,-3.5513897,-3.818653
8,10.809544,-15.904281,1.3188875,-0.64703584,-3.384843,-3.602922
2,0.75476015,-3.6931345,-0.009704616,0.90663666,-3.6115088,-3.396243
8,9.045591,-15.569212,2.7442303,1.5803185,-2.383091,-2.3235168
4,3.9772484,0.7573936,0.31253505,0.29733396,-3.467813,-3.742907
6,1.2932267,-9.584112,0.30188355,1.6858352,-3.608354,-3.0964723
0,-1.1845232,-13.1076,-0.58081216,2.6315815,-3.753382,-2.6678634
5,6.1190033,-1.8363061,0.27806574,-0.7806589,-3.373432,-3.5522327
7,14.556859,-11.562458,2.3100383,-0.9548062,-3.1870537,-3.5154724
5,7.193474,-5.428203,0.9478307,-1.5366197,-2.6391337,-2.8484282
4,7.65619,-4.407918,1.181251,0.8237862,-3.1361146,-2.7373023
0,4.6795907,-15.034301,0.7251359,2.5522025,-2.725061,-2.2584724
5,2.0667858,-8.97308,-0.3747735,-0.87702316,-3.4701624,-3.8826962
8,8.21031,-11.688613,1.4055926,-0.81541014,-2.1736562,-2.8712358
6,0.6335984,-4.6583247,0.27136323,1.0038854,-4.4184656,-3.9375157
4,2.0609245,1.8064312,0.048100665,0.58119404,-3.7715485,-4.3047185
8,9.835231,-16.426292,2.5174775,1.0104942,-2.6794662,-2.788958
4,-2.2744467,-0.25705823,-0.3911562,0.7895013,-2.9739125,-3.3191662
5,1.5164825,-4.5907745,0.22465846,-1.1939368,-2.6423943,-2.9222531
3,0.19176093,-10.677783,-1.8441175,-0.36406252,-3.3947098,-3.6768994
3,0.18664081,-11.742608,-0.8920219,-0.20883985,-4.186647,-4.098114
3,4.6409626,-15.259914,-0.13167965,1.5775458,-2.954672,-3.0750475
4,9.979668,-1.234559,0.6795459,0.42652676,-3.9888072,-4.246494
5,8.530369,-18.030964,2.574833,1.0102298,-3.445881,-3.3201008
7,13.063458,3.2508135,0.50868905,-0.004548952,-4.0451026,-4.4008675
2,-1.1345415,-5.171264,-0.054447223,1.4174014,-3.2992587,-3.3133817
9,6.310731,1.5578765,0.24675971,0.09803967,-3.4188936,-3.687234
2,2.0273345,-5.058454,0.10862084,0.6855399,-2.791653,-2.6689339
5,-0.018084157,-6.8061104,-0.8760348,-0.22227083,-3.5310476,-3.6682453
2,0.37474617,-3.9552553,-0.5233298,0.13511539,-2.7521126,-2.8967552
6,-2.2875743,-2.8480077,-0.59145904,0.8318469,-3.9557192,-4.097193
9,-1.3623248,-2.628349,-0.34902337,0.58455867,-3.8061566,-4.002125
6,1.0813724,-4.2630544,0.57873946,1.3633034,-2.9119742,-2.6675196
9,9.319673,0.35879707,0.3548071,-0.24319461,-4.1288815,-4.0038366
3,0.15102576,-5.6921897,-1.3673162,-0.3482603,-3.4294248,-3.911368
0,-1.548874,-6.5385528,-1.1193651,0.5600947,-3.408921,-3.3785243
5,-0.64101905,-2.9657323,-1.2154548,0.22635226,-3.6236746,-4.0272646
9,14.06289,-14.588149,3.134803,0.48656166,-2.8097334,-3.1127849
5,2.3432038,-8.203426,0.12101939,-0.81912935,-3.107148,-3.2405524
2,-0.18400042,-2.4362783,-0.043147143,0.53276044,-3.1456718,-3.0934181
5,5.046185,-14.7556095,0.29964727,-0.82987833,-3.3904722,-3.5681243
5,3.723613,-13.167762,0.7649647,-0.44677463,-2.6561677,-2.995957
2,2.546758,-0.69888854,0.5361318,0.6843961,-2.9225795,-2.9285135
6,1.0364324,-3.8808515,0.16228227,-0.7413039,-2.5858238,-2.6256924
5,-0.27574995,-3.1948237,-0.4122273,0.04118792,-3.3261657,-3.5443325
5,-0.39236552,-4.0624456,-0.56410414,-0.03590189,-3.2964594,-3.6103587
8,3.0200837,-8.840621,0.1292812,-0.6709945,-3.2826073,-3.6668496
0,2.293011,-10.698592,-0.07424012,1.9082017,-2.7016888,-2.037589
2,7.842796,-14.04477,2.11593,1.4451535,-2.5017874,-2.6011791
8,-0.4155746,-10.346699,-1.0061024,0.18351284,-4.135103,-4.4032335
2,6.8552623,-10.932918,-1.6104914,-2.0673373,-2.372688,-2.9058948
7,14.070985,-5.5845456,1.6000078,-0.7125215,-3.2533388,-3.5945992
1,4.349121,-5.747875,-0.4045028,-2.6245265,-2.282587,-2.1074142
5,2.5653372,-3.7647128,-0.8844324,-2.20138,-2.1024454,-2.28864
3,3.454903,-12.736042,-0.19420972,-0.70720565,-3.1058416,-3.605764
3,1.822746,-5.0469847,-0.12550275,-1.0938203,-3.518356,-4.009831
1,5.1501517,-7.122284,-0.7521119,-2.633978,-2.3552208,-2.3087034
4,12.520262,-7.3386335,1.4315511,0.16839539,-3.5266666,-3.4951096
8,4.364882,-11.423372,0.28906348,-0.31127968,-3.4128902,-3.4641109
5,3.1039736,-5.261271,0.5557743,-1.3367683,-2.4509542,-2.7830744
8,1.9109236,-6.329739,-0.20067011,-1.1028758,-3.411533,-3.85574
5,-0.22863151,-5.473567,-0.9964688,-0.03469545,-4.4990983,-4.536284
4,4.743564,-0.5432547,0.61272436,0.43837544,-3.9679968,-3.5195017
6,-0.75951266,-2.627082,-0.21328342,0.5870649,-3.0335178,-2.8838062
9,2.6530306,-0.06653088,-0.103032485,0.24223909,-2.6235552,-2.4796948
7,-1.7940543,-5.2103677,-0.977435,0.36248687,-4.0052404,-4.195771
7,4.251242,3.5772736,-0.13246524,0.55517393,-3.9509072,-4.174908
4,4.11148,-11.108374,0.50386506,1.7392782,-2.6884475,-2.9094067
7,12.132235,-12.376797,2.7415433,-0.6597859,-2.6384254,-3.2060513
8,12.663668,-6.1677866,0.28320664,-0.33550563,-3.958991,-4.2562265
7,11.483209,-13.220668,2.7518215,-0.90612024,-2.310757,-2.7693548
6,1.7913839,-7.707538,0.7645942,1.6018772,-3.2855022,-2.8366976
8,3.386266,-14.333011,0.11668123,1.173964,-3.3083606,-2.8483582
6,1.6065646,-6.811081,0.68100274,1.8734956,-3.811213,-3.3024487
6,2.2263627,-6.5896144,0.90883625,1.8938009,-3.6994913,-3.3431249
9,11.066454,-14.223679,2.375485,0.0007021576,-2.0272791,-2.7057061
9,4.71385,0.21189001,-0.18226106,0.24234927,-3.6761796,-3.6574535
0,1.4501578,-7.1109023,-0.2729162,2.0311759,-3.0277956,-2.4410205
0,-5.4551067,-5.4880347,-1.5835683,1.8343738,-2.9896467,-2.8084054
1,5.4544525,-7.894463,-0.6529165,-2.6056535,-2.5288942,-2.468789
3,1.4495329,-7.9173117,-0.71808547,-0.9624809,-3.6356113,-3.900527
1,4.6636195,-2.8344467,0.6162384,-1.4433581,-4.004101,-4.0504217
3,1.5908773,-8.178003,-0.67657,-1.0132947,-3.319751,-3.4809122
8,6.4028506,-11.543572,0.09453134,-1.5464207,-2.2115955,-2.407178
9,10.315935,-0.13627975,0.42712343,-0.03567616,-4.0860314,-4.328673
8,1.7335055,-7.3594365,-0.89659524,-0.8910815,-3.519837,-3.991797
7,11.084984,4.2495546,0.2911765,-0.14538856,-4.48523,-4.548164
8,1.9018111,-4.9695334,0.11958705,-1.3564829,-2.6306765,-3.1440606
5,4.5999174,-9.605595,1.295909,0.28160405,-2.38102,-2.3653288
5,2.4159672,-11.898133,-0.011786398,2.0132937,-2.6064827,-2.0799403
6,1.3687972,-3.9060593,-0.11948526,-0.17921002,-2.6819992,-2.6146874
7,5.76625,-5.9124107,1.4719425,-0.5897523,-2.2040257,-2.1243463
0,-6.0679755,-0.3629618,-3.2872767,0.532876,-2.5929084,-3.9405031
3,1.9138308,-4.987047,0.098649696,-1.292934,-2.9248717,-3.0869122
5,0.14970186,-7.3093247,-0.77327883,-0.1887961,-3.0132432,-3.1935992
5,1.0174541,-10.95748,-0.22610062,-0.28790295,-4.182145,-4.6827035
2,2.9642868,-8.860073,-0.40887886,0.5510599,-3.6167295,-3.438169
4,12.233747,-4.5179534,1.3985095,0.32538676,-3.7209055,-4.168407
1,3.9179626,-3.001421,0.8928506,-2.2407882,-2.9234047,-2.67245
4,4.070346,1.4950861,-0.1326024,0.27591613,-4.083159,-4.0905223
1,3.5603461,-2.1700485,0.8697782,-1.6420985,-3.4203708,-3.3134604
3,5.6323147,-11.576123,0.48601806,-0.8240281,-2.9089727,-3.358759
2,2.1337974,-2.3075058,0.8440386,-1.8714181,-2.8666847,-2.990252
2,2.897223,-12.283695,-0.013029978,1.1793318,-3.7238185,-3.5489035
1,3.499029,-4.931974,-0.72250223,-2.4024568,-2.1858945,-2.1249053
6,3.1360426,-7.924815,0.7891124,1.3887479,-2.6589875,-2.0370178
9,13.604016,-8.425466,1.6614062,-0.15237382,-2.841848,-2.972848
0,-2.2612197,-8.016133,-1.1612214,1.0423329,-3.7686384,-3.3845258
3,0.4303819,-6.5378423,-1.0802174,-0.69518274,-3.588675,-4.1322956
0,-3.8295121,-3.4482071,-1.0174208,1.2332276,-3.024659,-3.0404077
0,-1.8355821,-3.8104494,-1.2492065,0.57410717,-2.2180421,-2.5643992
3,2.7286615,-9.391646,-0.27782446,-1.3284461,-3.0382285,-3.2193542
2,2.6868806,-6.161442,0.6257726,0.7136947,-2.6448812,-2.2976842
7,2.1060011,-4.0680647,-0.36176807,-1.6977708,-2.5713792,-2.4406042
7,12.3844795,-1.12057,0.9507999,-0.28471464,-3.38855,-3.710845
1,7.948479,-13.247105,-1.839007,-1.9005797,-2.761887,-3.2449384
4,7.715659,-8.016028,2.0431604,0.5186581,-2.633747,-3.1225657
1,5.674431,-3.015057,0.45008796,-1.2228277,-3.9895906,-3.9679546
9,10.581021,-0.44724005,0.50065124,-0.28031912,-3.1924953,-3.17493
5,0.89906025,-7.6341853,-0.06381196,1.6483786,-2.8286986,-2.157691
6,0.47392607,-3.9787831,0.48263675,1.1224046,-3.2333684,-2.984713
1,3.899577,-5.389156,0.44342571,-2.2255464,-2.9964225,-2.6017094
5,1.0164633,-7.6279464,-0.1051669,-0.54711473,-3.4603245,-3.5450568
0,-5.065413,-4.9024096,-1.5736388,1.7095915,-2.9963577,-3.1987524
2,1.5231031,-3.8270297,-1.6731606,-0.89210856,-2.9360564,-3.7092457
4,6.289836,-3.212946,0.39572203,0.5339485,-2.9933481,-3.6238298
0,-5.4359956,-2.8424397,-2.4915996,0.83545727,-2.9688206,-3.9932246
5,0.060888022,-12.025573,-1.0949405,0.16558143,-4.57096,-4.811159
7,12.679256,-9.396113,1.9615947,-0.8386185,-2.6712606,-3.0160298
0,-5.4753976,-6.5014663,-2.2135816,1.3969597,-2.9844975,-3.4408493
6,1.8356203,-6.4189243,0.1933949,1.0727991,-3.8827856,-3.5632234
9,10.509971,-9.519347,1.7285303,-0.53256196,-2.459797,-2.5326152
3,0.18997064,-7.37711,-1.2935063,-0.36802867,-3.4084518,-3.553903
3,1.7122642,-8.990043,-0.87731534,-0.7892202,-3.6001701,-4.048799
1,2.9593194,-2.886417,-0.010725874,-2.22041,-1.9965245,-1.8756741
1,4.031709,-5.588568,-0.75512284,-2.8693683,-2.2295249,-2.0935345
2,4.5825453,-10.454252,1.7929686,0.056006305,-3.0097501,-3.6920204
8,2.494253,-0.41036788,-0.3307036,0.11180154,-3.7066414,-3.8622894
3,0.9462242,-9.996461,-1.244917,-0.5303027,-3.9141695,-4.1601562
9,15.036401,-7.017583,1.5019187,-0.23624851,-3.2953565,-3.5188136
4,12.026823,-1.8693701,0.8951053,-0.08080289,-4.0938416,-4.3319526
6,1.7920861,-8.128184,0.67016286,1.7753391,-3.445155,-2.799354
9,9.152168,-4.477189,1.1850469,0.34265944,-2.880877,-2.6650138
6,3.5698695,-9.4194765,1.2887564,2.0463104,-3.1696286,-2.8297162
3,1.4476916,-10.7459755,-0.9315065,-0.9391759,-3.806383,-4.6693172
4,6.717987,-6.2294083,1.0529239,-1.0057595,-2.3328004,-2.2288985
5,4.885588,-11.240782,0.52444243,-0.6969526,-3.662491,-3.692912
8,0.7488379,-8.955783,-0.56896955,-0.3454358,-4.2865252,-4.383287
2,0.9186152,-3.2377129,0.27414387,0.85949165,-3.4864633,-3.7409945
5,0.95031804,-7.2896905,0.39290097,-0.30976698,-2.6890688,-2.6445074
3,-0.9817135,-13.3374195,-1.3623134,0.12659891,-4.0406814,-4.613666
6,1.3023237,-6.8042226,0.5098484,2.108699,-3.2024531,-2.5407004
5,-0.52688676,-2.5508304,-1.202327,0.122655384,-3.3089628,-3.621859
3,-0.6103043,-7.6340337,-1.1228716,-0.045706965,-3.5882144,-3.5882468
8,3.7508764,-10.832662,-0.05533566,-0.6276146,-3.4604385,-3.627173
8,3.8281019,-9.209654,0.117119804,-1.0045688,-2.7412648,-3.2267327
4,0.7242783,1.677978,0.19789733,0.45110857,-3.3946245,-3.855877
8,5.151503,-11.922502,0.16009152,-0.99999934,-2.7971532,-2.9327025
7,13.004345,-16.016502,3.606552,-0.25781924,-2.304214,-2.73382
4,6.1296124,-4.9295874,0.9102637,-0.5605498,-2.217152,-2.1005964
5,-0.7412283,-7.568756,-0.9910419,0.17102197,-3.3171558,-3.4364152
3,1.618708,-0.14610249,-1.1571236,-0.44976297,-3.723598,-4.5129848
5,-0.026506368,-3.1391683,-0.35083225,0.057790123,-3.1810288,-3.4381013
4,7.2402434,-9.019709,1.4116122,1.3556137,-3.2025645,-2.9911332
