sample_id,x1,x2,variety
S1434,-7.9953,0.2271,pour_over
S1435,-22.9555,-10.7504,french_press
S1436,-1.4040,-18.1524,espresso
S1437,-3.1188,0.8298,ristretto
S1438,-13.3117,7.3308,lungo
S1439,-18.5793,-1.0207,americano
S1440,25.0335,3.7115,cappuccino
S1441,-8.5803,-15.2385,latte
S1442,11.2638,-19.7479,flat_white
S1443,2.4724,12.8971,cold_brew
S1444,-8.4486,-0.6649,pour_over
S1445,-22.1673,-10.8113,french_press
S1446,-0.5650,-20.7375,espresso
S1447,-24.5442,-13.5098,french_press
S1448,-13.9390,-13.5282,latte
S1449,-13.8975,-11.8546,latte
S1450,13.1759,-15.7703,flat_white
S1451,-8.0689,-12.2264,latte
S1452,-1.7981,-21.5667,espresso
S1453,-20.6028,-11.8161,french_press
S1454,-4.0801,-4.6174,pour_over
S1455,-22.3790,-13.2358,french_press
S1456,-7.0861,-2.5752,pour_over
S1457,26.6892,-0.6651,cappuccino
S1458,-5.1265,-10.3476,ristretto
S1459,-3.0299,14.8366,cold_brew
S1460,5.5076,9.5441,cold_brew
S1461,-21.4559,-3.3192,americano
S1462,-16.6841,-14.0382,latte
S1463,-6.8025,-10.7054,ristretto
S1464,-1.6854,-22.7192,espresso
S1465,-3.7965,-20.3211,espresso
S1466,-15.3923,12.4124,lungo
S1467,-12.8851,8.2419,lungo
S1468,6.3051,11.2513,cold_brew
S1469,4.2231,-5.1020,pour_over
S1470,-13.4671,9.5450,lungo
S1471,-5.3023,-28.6209,espresso
S1472,-7.6217,-10.5027,ristretto
S1473,-11.3805,11.1045,lungo
S1474,10.5380,-24.7763,flat_white
S1475,-18.3889,-3.1087,americano
S1476,-20.0530,-6.6024,americano
S1477,-0.8656,16.7860,cold_brew
S1478,-23.2201,-5.1221,americano
S1479,-27.8753,-5.6183,americano
S1480,23.6403,2.2254,cappuccino
S1481,16.2425,-16.1150,flat_white
S1482,10.6226,-20.2098,flat_white
S1483,17.1259,-15.5435,flat_white
S1484,25.7381,2.5338,cappuccino
S1485,-21.7280,-13.2485,french_press
S1486,-7.3394,-10.4623,ristretto
S1487,-6.4018,-11.7221,latte
S1488,-5.7388,-24.3248,espresso
S1489,-24.9283,-11.0822,french_press
S1490,-3.8427,-11.0171,latte
S1491,-11.6201,10.7256,lungo
S1492,-7.0919,-0.1696,pour_over
S1493,-14.3878,9.6941,lungo
S1494,-6.6094,-26.9821,espresso
S1495,-0.9894,-20.7041,espresso
S1496,-7.7247,-14.1049,ristretto
S1497,-4.6118,11.1884,cold_brew
S1498,14.4605,-20.7039,flat_white
S1499,-20.5067,-3.2605,americano
S1500,-6.5151,1.1258,lungo
S1501,-8.5736,0.2603,ristretto
S1502,-1.5017,13.5938,cold_brew
S1503,26.7508,-0.9822,cappuccino
S1504,14.1327,-17.9757,flat_white
S1505,-22.0242,-0.9954,americano
S1506,-2.9828,-0.1792,ristretto
S1507,-21.3334,-6.3498,americano
S1508,-19.0818,-13.2154,french_press
S1509,-7.3455,-6.2063,ristretto
S1510,-2.3535,11.7341,cold_brew
S1511,14.6653,-18.6554,flat_white
S1512,-5.7144,0.9392,pour_over
S1513,25.0950,4.1113,cappuccino
S1514,-19.4187,-7.9356,americano
S1515,-5.2586,-14.2201,ristretto
S1516,24.4094,4.9914,cappuccino
S1517,-2.4812,-22.9152,espresso
S1518,-14.6227,-10.8541,latte
S1519,-21.7170,-0.5340,americano
S1520,17.0306,-17.1672,flat_white
S1521,-24.3113,-10.6338,french_press
S1522,18.4123,-13.4808,flat_white
S1523,-7.6115,-4.4086,ristretto
S1524,1.7155,8.3325,cold_brew
S1525,-14.8605,-12.2060,latte
S1526,26.7476,-0.0303,cappuccino
S1527,18.5925,7.4044,cappuccino
S1528,-0.4141,13.0542,cold_brew
S1529,-16.8938,11.1083,lungo
S1530,-0.8022,-2.1362,pour_over
S1531,-18.4712,8.3966,lungo
S1532,-11.1025,10.6173,lungo
S1533,-5.2969,-11.8697,latte
S1534,2.4156,10.4278,cold_brew
S1535,-22.8551,-13.2750,french_press
S1536,-8.6773,-4.6094,latte
S1537,27.0085,2.3019,cappuccino
S1538,1.3409,1.4569,pour_over
S1539,-3.4225,8.7507,pour_over
S1540,27.5230,5.5027,cappuccino
S1541,-16.7180,-4.5621,french_press
S1542,-3.3622,-19.4498,espresso
S1543,2.9346,7.6332,pour_over
S1544,-20.1041,-9.3925,french_press
S1545,-0.2383,3.7119,pour_over
S1546,6.6590,-23.7412,espresso
S1547,9.9188,23.7116,ristretto
S1548,-4.9435,6.3488,lungo
S1549,-16.6286,6.6965,americano
S1550,22.2533,1.4444,cappuccino
S1551,3.3449,8.7250,latte
S1552,6.5930,4.5209,flat_white
S1553,-7.2107,18.7429,cold_brew
S1554,9.8651,5.5687,pour_over
S1555,0.5191,-3.3240,french_press
S1556,6.6204,-23.5019,espresso
S1557,9.3591,18.7732,ristretto
S1558,-3.9372,-2.8574,lungo
S1559,-17.5733,5.3988,americano
S1560,24.0794,0.5207,cappuccino
S1561,12.4280,7.5121,latte
S1562,15.2977,-4.4070,flat_white
S1563,-8.6871,5.3365,french_press
S1564,7.6101,-19.0052,espresso
S1565,17.2784,14.2105,ristretto
S1566,-4.5224,6.7123,lungo
S1567,-23.2494,6.5313,americano
S1568,20.5196,2.1368,cappuccino
S1569,-0.0178,11.0563,latte
S1570,19.1250,4.6362,flat_white
S1571,-8.0768,21.4245,cold_brew
S1572,2.4807,5.3916,pour_over
S1573,-5.7644,1.1320,french_press
S1574,20.0923,-4.6009,espresso
S1575,-4.1106,-0.8015,french_press
S1576,-3.1364,19.9456,latte
S1577,0.6945,7.6062,latte
S1578,17.2391,-7.2761,flat_white
S1579,7.7214,10.1707,latte
S1580,4.0276,-25.0795,espresso
S1581,0.8968,11.6851,french_press
S1582,15.1141,6.6136,pour_over
S1583,-7.2485,18.9363,french_press
S1584,3.8529,-0.4105,pour_over
S1585,27.2870,-1.1808,cappuccino
S1586,6.1364,25.5601,ristretto
S1587,0.1764,17.8949,cold_brew
S1588,-3.2346,14.7214,cold_brew
S1589,-16.5054,25.2593,americano
S1590,1.5412,-0.4564,latte
S1591,9.2246,23.0295,ristretto
S1592,15.8218,-13.0287,espresso
S1593,0.4365,-13.7990,espresso
S1594,-7.0552,-11.3587,lungo
S1595,-16.6676,11.0129,lungo
S1596,6.3949,8.0183,cold_brew
S1597,2.6581,9.6878,pour_over
S1598,-4.7375,-3.0157,lungo
S1599,10.6114,-19.7139,espresso
S1600,16.2052,20.2156,ristretto
S1601,-10.2307,5.0260,lungo
S1602,15.8821,-2.3830,flat_white
S1603,-11.9956,21.5172,americano
S1604,-13.5133,27.4944,americano
S1605,-7.0901,16.8891,cold_brew
S1606,-7.5224,20.7337,americano
S1607,-13.9334,19.1557,americano
S1608,16.1338,6.2984,cappuccino
S1609,21.3181,-6.9560,flat_white
S1610,21.9346,-1.4990,flat_white
S1611,17.3042,-6.9163,flat_white
S1612,-7.0734,17.9632,cappuccino
S1613,-0.9380,2.1654,french_press
S1614,14.3458,22.4482,ristretto
S1615,1.7291,12.8996,latte
S1616,17.3560,-15.2256,espresso
S1617,-18.1479,-12.0770,french_press
S1618,7.9312,5.8362,latte
S1619,-8.8852,1.0092,lungo
S1620,2.6136,7.7991,pour_over
S1621,2.3771,-28.7962,espresso
S1622,10.4191,22.6974,ristretto
S1623,0.0149,17.8845,cold_brew
S1624,15.6078,-6.3819,flat_white
S1625,-22.6614,9.3738,americano
S1626,-9.1584,9.1459,lungo
S1627,4.7213,22.4592,ristretto
S1628,1.5449,14.1446,cold_brew
S1629,-1.2084,17.0074,cappuccino
S1630,14.4012,-1.8583,flat_white
S1631,-16.8058,2.4969,americano
S1632,7.4016,26.3113,ristretto
S1633,-13.6063,5.1521,americano
S1634,0.3981,13.4637,french_press
S1635,8.7806,25.7988,ristretto
S1636,-9.1825,15.8762,cold_brew
S1637,19.1879,-6.8434,flat_white
S1638,7.7862,0.9131,pour_over
S1639,28.2903,-4.3159,cappuccino
S1640,-20.6190,5.4022,americano
S1641,6.2498,26.5075,ristretto
S1642,26.2829,3.0377,cappuccino
S1643,11.1875,-20.7857,espresso
S1644,4.5724,11.4925,latte
S1645,-19.6796,0.1093,americano
S1646,17.8673,1.8331,flat_white
S1647,-18.9460,-12.7213,french_press
S1648,21.1551,1.8242,flat_white
S1649,5.0711,24.1913,ristretto
S1650,8.5915,18.3002,cold_brew
S1651,-0.5446,16.5252,latte
S1652,23.7540,-0.1395,cappuccino
S1653,16.4841,9.7619,cappuccino
S1654,4.5129,19.1883,cold_brew
S1655,-2.7123,6.8663,lungo
S1656,-14.6110,2.6193,lungo
S1657,9.9054,6.0886,latte
S1658,-2.2149,13.3040,cold_brew
S1659,-12.4172,-0.7947,french_press
S1660,8.8141,11.4128,latte
S1661,-7.7659,13.9753,cappuccino
S1662,26.6757,-0.7499,cappuccino
S1663,-1.7822,15.4649,french_press
S1664,2.5987,-20.9470,espresso
S1665,8.8071,9.2272,pour_over
S1666,0.5117,15.7779,french_press
S1667,9.6071,11.4852,pour_over
S1668,-2.4815,-21.2338,espresso
S1669,10.9080,9.1958,ristretto
S1670,-12.8517,8.2210,lungo
S1671,-6.4582,-2.1808,americano
S1672,14.1408,2.8753,cappuccino
S1673,-5.7109,-8.7306,latte
S1674,20.4208,-11.3498,flat_white
S1675,-3.0357,21.7684,cold_brew
S1676,-10.3782,3.2515,pour_over
S1677,-22.1552,-12.4706,french_press
S1678,0.0186,-23.5609,espresso
S1679,16.2267,17.0553,ristretto
S1680,-0.9857,10.6802,lungo
S1681,-8.2315,13.9197,americano
S1682,29.0962,-4.4587,cappuccino
S1683,1.2833,-3.2044,latte
S1684,15.9690,-15.2086,flat_white
S1685,8.7008,13.2734,cold_brew
S1686,-0.7809,9.7673,pour_over
S1687,-19.4964,-12.5703,french_press
S1688,2.3841,-20.7215,espresso
S1689,11.6803,10.2944,ristretto
S1690,-7.9550,10.9346,lungo
S1691,-4.7347,4.6740,americano
S1692,27.7882,-5.3148,cappuccino
S1693,8.0794,-8.6603,latte
S1694,21.5683,-12.5712,flat_white
S1695,-0.0229,23.0975,cold_brew
S1696,-5.2355,0.7840,pour_over
S1697,-16.7956,-12.3175,french_press
S1698,-0.0331,-23.8132,espresso
S1699,-16.5288,-11.9859,french_press
S1700,2.9152,-1.7049,latte
S1701,1.1227,-1.2824,latte
S1702,16.0584,-16.0487,flat_white
S1703,-2.6193,2.6309,latte
S1704,10.3284,-20.2337,espresso
S1705,-21.6747,-7.9235,french_press
S1706,0.4379,-5.2838,pour_over
S1707,-23.1241,-12.8166,french_press
S1708,-0.6221,9.2390,pour_over
S1709,27.1040,-2.1721,cappuccino
S1710,9.0246,12.3330,ristretto
S1711,4.6653,14.4359,cold_brew
S1712,3.7578,15.8991,cold_brew
S1713,-3.7929,21.4517,americano
S1714,2.1573,-4.7930,latte
S1715,10.6946,20.3076,ristretto
S1716,1.0262,-18.4338,espresso
S1717,3.4869,-23.1243,espresso
S1718,-5.8894,-3.2313,lungo
S1719,-11.2042,9.8724,lungo
S1720,4.5028,18.1033,cold_brew
S1721,-6.7654,11.7496,pour_over
S1722,-7.0674,2.6946,lungo
S1723,9.5800,-10.5908,espresso
S1724,10.3107,16.0260,ristretto
S1725,-4.2641,2.7053,lungo
S1726,19.6208,-13.1430,flat_white
S1727,-8.8836,11.8426,americano
S1728,-4.9465,15.4475,americano
S1729,4.2550,17.2934,cold_brew
S1730,-0.0278,-7.8355,americano
S1731,-7.9939,15.3468,americano
S1732,28.9972,0.2445,cappuccino
S1733,20.8086,-7.6819,flat_white
S1734,17.6082,-11.8958,flat_white
S1735,13.1357,-21.8430,flat_white
S1736,25.1595,-0.1978,cappuccino
S1737,-18.0725,-15.3316,french_press
S1738,10.2307,18.4933,ristretto
S1739,-3.6880,-5.3720,latte
S1740,1.8139,-16.8884,espresso
S1741,-20.0055,-10.2453,french_press
S1742,6.7171,-12.0749,latte
S1743,-10.1934,13.0902,lungo
S1744,-0.1699,1.4960,pour_over
S1745,-14.5587,9.7939,lungo
S1746,4.0955,-18.3203,espresso
S1747,-1.4580,-18.0314,espresso
S1748,12.8032,11.2868,ristretto
S1749,11.0145,15.7749,cold_brew
S1750,22.8517,-10.0543,flat_white
S1751,-15.4789,16.0593,americano
S1752,-9.5186,8.6120,lungo
S1753,1.8985,18.3761,ristretto
S1754,12.6680,18.9790,cold_brew
S1755,23.6066,-6.0893,cappuccino
S1756,24.1138,-6.0893,flat_white
S1757,-19.8375,7.8531,americano
S1758,4.5328,22.6488,ristretto
S1759,-10.9629,1.0745,americano
S1760,-19.1486,-12.6873,french_press
S1761,17.1597,14.9056,ristretto
S1762,-0.6330,20.7991,cold_brew
S1763,17.5488,-14.4789,flat_white
S1764,0.1923,12.0327,pour_over
S1765,28.4357,-12.2544,cappuccino
S1766,-1.4590,3.6916,americano
S1767,12.5588,13.1441,ristretto
S1768,23.6034,-3.4107,cappuccino
S1769,10.0418,-17.0049,espresso
S1770,-8.3934,-12.7675,latte
S1771,-18.6813,3.6643,americano
S1772,24.4352,-0.5794,flat_white
S1773,-19.2326,-5.1314,french_press
S1774,15.8915,-17.0102,flat_white
S1775,10.5040,14.1395,ristretto
S1776,-3.1231,23.7067,cold_brew
S1777,-0.9161,-10.0286,latte
S1778,20.2308,-2.3702,cappuccino
S1779,26.8033,-2.2325,cappuccino
S1780,3.3490,19.3740,cold_brew
S1781,-10.1788,10.0631,lungo
S1782,0.3047,0.5014,pour_over
S1783,-6.8486,11.7739,lungo
S1784,-7.8668,7.5975,lungo
S1785,1.5771,-11.4876,latte
S1786,3.8867,18.7473,cold_brew
S1787,-16.6549,-7.9419,french_press
S1788,-3.9725,-14.0270,latte
S1789,28.1812,-7.7825,cappuccino
S1790,3.5533,17.9722,pour_over
S1791,0.1347,18.6473,pour_over
S1792,31.7001,-2.7836,cappuccino
S1793,-14.6066,-13.3441,french_press
S1794,6.4646,-20.5673,espresso
S1795,10.8013,6.9603,pour_over
S1796,-4.8721,-12.4240,french_press
S1797,-0.3444,-6.3655,pour_over
