label,umap_nn5_x,umap_nn5_y,umap_nn15_x,umap_nn15_y,umap_nn50_x,umap_nn50_y
9,9.8716,9.6085,12.9443,2.0225,13.5608,5.8618
6,1.1389,2.3158,3.9982,6.1267,9.1548,10.3024
9,11.1854,9.2654,12.2934,2.1854,12.9759,6.5139
3,4.7818,8.2013,5.5112,2.4697,10.6598,7.0984
0,0.2864,5.7459,3.0583,3.3627,8.7135,7.8564
5,4.1234,8.3959,5.2079,2.4963,10.4954,6.8617
9,12.3444,5.9941,12.0453,5.1777,14.8557,8.5196
5,5.1159,4.6187,5.5844,4.7892,11.0820,9.1925
2,8.0872,0.8736,9.5716,4.6442,14.0654,6.0086
5,4.8192,4.1845,5.9801,4.8668,11.0497,9.4185
5,4.3502,4.2751,5.2457,4.7028,10.4621,9.1852
2,10.3016,2.3789,8.9436,6.5218,12.2405,10.9807
6,1.2969,3.4888,4.5973,5.3515,10.2004,9.6474
5,5.8207,7.6382,5.7885,1.9597,11.4455,7.1552
5,4.4335,6.0780,5.1155,3.6297,10.3066,8.0511
8,6.7382,6.1850,7.6600,3.8994,12.1849,8.6600
0,2.6057,4.1703,4.2326,4.6777,9.7284,9.3659
2,7.9157,3.8701,9.7901,5.9034,13.4285,9.7445
8,2.8735,6.8459,4.7677,3.0133,9.4160,7.7308
2,11.0738,2.5164,7.7488,7.0697,13.0756,11.5691
7,12.7582,7.5560,11.2972,4.1043,14.8268,7.3750
1,12.0720,2.7857,8.4387,7.9228,12.6991,12.2817
5,10.7438,2.6779,7.4845,6.8753,12.5478,11.5937
3,4.0577,6.3428,6.6189,3.9058,11.1873,8.5816
3,6.0679,6.6676,7.2535,3.4580,11.8443,8.2596
1,12.0696,2.4465,8.2248,7.6165,12.9367,12.2079
4,11.2263,7.2408,12.5204,3.8023,13.8997,7.8591
8,7.2920,6.2531,7.8159,3.6358,12.3109,8.5867
5,4.2283,4.9059,6.0417,5.3587,11.0476,10.2471
8,6.2243,6.7717,7.2186,3.5436,11.6472,8.6671
5,4.4963,8.0373,5.2387,2.5576,10.4847,7.2279
4,10.4995,8.5460,12.7222,2.7481,12.9137,6.9876
6,-0.1816,2.8507,2.7921,5.9010,8.1967,9.7359
9,11.5442,10.4166,11.4528,1.8789,13.9875,5.8480
7,12.0775,10.5536,10.7169,2.0679,14.3223,5.8304
7,11.8058,10.5568,11.0988,2.0219,14.2498,5.8776
4,11.1996,6.0174,10.6585,4.7890,13.5751,8.9945
7,13.7429,5.9709,11.0700,5.0476,15.5584,8.4251
8,7.3991,6.1322,7.8928,3.3886,12.3636,8.4791
7,13.3211,5.5904,11.1534,5.5468,15.4174,8.7621
6,2.2025,2.0488,4.6285,6.6206,9.4975,10.8256
8,3.8177,5.9608,6.4109,4.1366,10.9200,8.7773
6,1.4366,2.2652,3.9256,6.7793,9.1752,10.7380
6,1.4521,1.7204,4.0263,6.9028,9.1354,10.9327
9,12.3192,5.8639,11.6761,5.2500,15.0941,8.5602
9,10.9544,10.0947,11.6984,1.7567,12.2124,6.7149
0,2.6696,4.0036,4.1613,4.6223,9.4947,9.3756
0,-1.6473,6.2343,2.1174,4.2135,7.8786,8.4950
1,12.2241,2.3489,8.3003,7.8514,12.9350,12.2268
3,3.1282,6.2920,5.8159,3.7001,10.6193,8.4014
1,14.1619,0.0052,9.5219,9.7905,10.9289,12.0601
3,3.2908,6.0114,5.8773,3.8468,10.6218,8.3929
8,7.2142,4.3920,7.4381,5.3000,12.3725,9.9280
9,10.9901,9.3363,12.4732,1.9601,13.0928,6.3009
8,6.2537,6.9002,7.3095,3.3124,11.4489,8.2084
7,11.8795,10.5321,11.0630,2.0404,14.3672,5.9350
8,4.1805,5.1509,6.2854,5.2214,11.2685,10.1626
5,3.6839,3.9298,5.9885,6.0982,10.5707,10.1179
5,3.6337,4.2641,4.9627,4.6878,10.0992,9.2611
6,0.9230,3.1087,4.0438,5.5503,9.2286,9.7878
7,13.2647,5.9557,11.2498,5.2021,15.2878,8.4503
0,-0.9877,5.6209,1.8883,3.6345,7.9344,7.9022
3,3.8025,5.1122,5.7822,5.4731,10.7529,9.9682
5,4.6623,7.7484,5.3602,2.6358,10.8070,7.2157
5,4.8793,7.2899,5.1378,3.3460,11.0808,7.7083
2,7.2874,1.6063,9.2431,4.7562,13.8289,10.4800
4,10.9973,7.0448,12.8232,4.1898,14.0551,7.9207
1,13.2589,0.3318,8.9651,9.1826,11.5119,12.3240
4,10.9721,10.1843,12.1893,1.6736,13.0597,5.8671
1,14.1547,0.2542,9.5681,9.6666,11.0649,11.9395
3,3.7314,6.1691,6.6686,4.0941,11.4213,8.7546
2,14.1272,0.1803,9.6462,9.8492,11.0258,12.1105
2,8.6251,2.3016,9.3942,5.8102,13.8152,10.1453
1,11.6491,2.7535,8.3846,7.4269,12.6796,12.0135
6,2.2864,2.3967,4.7951,6.2298,9.9545,10.4150
9,12.6058,6.6101,12.0930,4.4577,14.6160,7.9155
0,0.2685,5.6976,3.0835,3.3645,8.6485,7.9857
3,3.4433,7.2921,6.1369,2.8569,10.9674,7.5801
0,-1.6940,6.1807,2.0013,4.3719,7.8141,8.6254
0,-0.1633,5.6202,2.5287,3.4374,8.4851,7.6849
3,3.7653,5.2297,5.8600,5.3981,10.8035,9.7633
2,9.3451,2.8506,9.4652,6.1651,13.6950,9.5829
7,11.0190,1.9505,8.4382,6.8475,12.5007,11.5206
7,12.4583,10.4157,10.8932,2.5721,14.6872,6.4605
1,10.9913,2.5966,7.7030,7.0524,12.9623,11.4632
4,11.2717,6.1766,12.5685,5.0956,14.6110,8.5173
1,14.1437,-0.0498,9.4901,9.7698,10.9432,12.0445
9,11.3909,8.9585,12.3843,2.4720,13.1744,6.6795
5,3.6609,4.1827,5.0941,4.9749,10.1391,9.5001
6,0.8344,2.2704,3.8917,6.0793,9.1387,10.2468
1,13.0389,1.3374,8.6473,8.8604,11.9122,12.4398
5,4.3769,5.8494,5.3373,3.9633,10.3544,8.6758
0,-1.6706,6.2356,2.0351,4.3270,7.7717,8.5694
2,6.9602,1.7083,8.8127,4.5264,13.3361,10.9105
4,10.6486,6.8629,13.1535,3.6419,14.2865,7.0028
0,-0.6260,5.9781,2.2233,3.6072,8.0252,7.9233
5,4.8547,7.3595,5.1835,3.1383,10.9989,7.4571
7,13.6764,6.4783,11.0769,4.7203,15.3632,7.8642
0,-0.3395,5.8909,2.4256,3.4842,8.1993,8.0006
6,0.5302,2.5316,3.5911,6.0436,8.7767,10.3605
9,12.2825,5.6166,11.7756,4.9343,14.9378,8.3708
3,3.8625,7.4753,5.5700,2.8140,10.2888,7.5297
3,4.9221,7.0282,6.3480,2.9545,11.0585,7.7830
1,12.7212,2.0582,8.3234,8.2556,12.2230,12.0879
1,11.9123,2.6444,8.3477,7.5469,12.8870,12.1779
2,13.3420,5.8901,11.1372,5.2742,15.2322,8.9185
8,5.9784,7.9869,11.8645,2.3475,12.3913,6.8799
3,3.4677,7.3201,6.0079,3.0126,10.5249,7.7995
9,12.5961,6.6056,12.2439,4.4970,14.6245,7.7286
4,10.9244,8.2570,12.5789,3.0673,13.5463,7.0863
6,2.2388,2.1591,4.6171,6.5382,9.6609,10.5957
9,11.7348,7.3628,12.2622,3.8369,13.8717,7.7857
6,1.4288,1.6711,4.0571,6.9206,9.2241,10.9808
3,3.2055,6.4840,5.9977,3.6328,10.5369,8.3481
4,12.6606,2.1122,8.3610,8.2050,12.4097,12.3568
5,4.9258,4.5378,5.4716,4.7501,10.9085,9.2848
8,5.5602,7.4466,6.6231,2.6610,11.3352,7.6326
2,8.2517,2.6429,9.6506,5.7001,14.0529,9.9233
5,4.7478,4.7547,5.4829,4.8509,10.5994,9.3342
3,3.0057,6.8431,5.3011,3.1786,9.6611,7.8415
6,1.6813,2.2090,4.2854,6.5951,9.5061,10.3838
5,4.0974,8.4298,5.1546,2.4377,10.5193,6.9042
3,3.1398,7.5605,5.9439,2.9793,10.3501,7.6736
8,6.8325,6.1066,7.5687,3.7712,12.2062,8.6958
8,6.5730,5.9567,7.4814,4.1179,12.0984,9.1181
4,10.0931,10.1228,13.0545,1.6336,13.5547,5.7636
8,7.0071,4.4264,6.9120,5.0201,11.9686,9.5894
7,13.1875,5.4211,11.2638,5.6278,15.4259,8.9285
4,12.0680,5.4247,11.9262,4.9548,13.9131,8.5029
5,4.2256,8.0323,5.1220,2.9411,10.2153,7.4155
3,5.1555,8.1919,6.0193,2.2271,11.1889,7.0770
5,5.7472,7.6939,5.8007,1.9177,11.5139,7.1400
4,11.6343,7.1185,12.5287,3.8551,13.7984,8.2877
