idx,label,parity,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15
973,7,odd,-0.96897227,-0.6753515,0.16270494,-2.1780696,0.32107562,0.7681636,-1.9392557,1.339623,0.14494306,-1.7462987,-0.31809458,0.011859804,0.6760128,1.3924623,1.0602691,0.6856311
974,7,odd,-0.15407966,-1.3492502,0.19650225,-0.40830216,1.3036888,0.33573624,-1.0888939,-0.32876754,-0.8283615,1.2986461,-0.17274794,0.40295473,0.8053959,-0.01556325,-0.076308124,0.43013823
975,4,even,1.2651546,-1.049352,-0.041790664,-1.0757449,-0.64215297,-0.12921649,-0.47737807,0.7671706,2.096101,0.3376638,-0.22208545,-0.14622694,0.9565427,-0.60211694,0.3099994,0.10822839
976,8,even,-0.6786901,-1.3290533,-0.1990905,0.9653636,-0.2601948,-0.62329215,1.8392882,0.9547077,-0.4081574,-0.58335495,0.60400796,0.4824828,-0.22123185,-0.4696473,-0.43571538,-0.00040131062
977,1,odd,1.2615108,-1.3412218,0.013183374,0.561627,0.15250717,-0.09760834,-0.119737715,-0.38565582,-1.4016715,0.9161347,-0.1362954,0.97870827,0.66025376,-0.31738025,-0.046816528,1.0261071
978,9,odd,0.66183585,-1.5918334,-0.012210481,-1.0887886,0.25764486,-0.32219428,-1.4146593,-0.030872613,0.84515697,-1.0715474,0.21117556,-0.07155329,0.22375934,0.5453041,1.9203396,0.052590728
979,7,odd,-0.13078211,-1.3759203,0.061804906,-1.5864036,-0.27768037,0.045315612,-0.83195037,0.20359552,-0.29721466,0.40942615,-4.939735e-06,0.28846663,1.7183576,-1.1442181,0.52931726,1.0250739
980,1,odd,0.5737345,-1.369681,-0.29188758,-1.0721298,-0.6156667,-0.15500093,-0.20888355,-0.645892,-0.8154348,-0.78982276,0.23362932,0.42939994,-0.6956782,1.2397898,0.12922959,1.1547072
981,8,even,-0.57595235,-0.41377386,-0.0028157309,0.42132843,-0.7724907,-0.07656982,-0.4654222,1.4440305,-0.8915864,0.3824007,-0.41910306,1.2153206,0.27094954,0.102519855,0.13221125,0.8410847
982,3,odd,0.25387952,0.33484146,-0.27424383,-0.95198494,-0.6220911,-0.15799028,0.6598721,0.5586631,-0.5352632,-1.0957,-0.33134794,0.01406306,0.6568991,0.6818875,-0.4889276,-0.3543839
983,6,even,-1.1697206,1.1671563,0.0504456,0.554198,-0.62489563,0.090509936,0.99043834,-0.97130084,0.7551254,-0.69470185,-0.51742786,1.4804097,-0.7917347,0.2919857,0.82728374,0.7066547
984,2,even,-0.22255208,0.935169,0.1174581,-0.20050046,1.9480214,-0.031575717,0.75655955,0.009695888,-1.1769968,0.05171106,1.0622307,-0.0001513362,0.014469872,0.57925016,0.2138371,1.6017258
985,0,even,-0.6650597,1.9751873,0.15757397,-0.639053,-1.3733771,0.37173334,0.31667873,1.0416236,0.3495217,-0.9476016,0.07961002,-0.87480605,0.047806565,-0.5542317,0.75728875,-1.1530737
986,5,odd,-0.29886115,-1.1093519,0.32686716,0.5547533,-0.5983068,0.9863325,-0.26379958,0.8984651,0.1894921,0.71616733,-0.90489936,-0.91006577,-0.9427865,0.4504072,0.5887228,-1.093483
987,4,even,-0.61916745,1.2748177,0.073405586,-0.13038851,1.0104052,0.17277372,-1.0867782,1.1336491,1.0458362,-0.65187776,-0.79812753,1.3299708,-0.16146208,0.7806918,1.0447704,0.5279801
988,0,even,0.5671899,-0.32052898,0.04801468,0.41681406,-0.21579733,0.11000742,1.5444117,-0.6690751,0.61546963,-1.0921187,-0.19940752,-0.6611824,-0.32265738,-0.06960486,-0.3245828,-1.6998589
989,2,even,-1.4048939,0.68735933,0.3057472,-0.3859613,1.9415323,0.6666645,0.1628448,-0.22903398,-0.19279256,-2.1175601,-1.1489462,-1.4813923,1.015945,-0.077045724,0.5517933,0.10615365
990,1,odd,1.105085,-1.4573722,-0.21522667,-0.5924965,-0.23357853,-0.35976523,-0.37766758,-1.0767514,-1.2135556,-0.0014684591,0.17204958,0.285141,0.6160452,0.16159269,1.155587,1.5687081
991,8,even,-0.30269665,-1.3411479,-0.22343154,0.06307834,-1.0635992,-0.40968555,0.19899644,0.54224,-0.35939822,-0.18188255,0.27666816,0.6624311,0.5265217,-0.3743735,-1.0316457,0.86672837
992,8,even,-0.2648406,-1.7719139,-0.1931614,0.00415344,0.37414914,-0.34820884,1.3004603,0.102181494,-0.99162984,-0.6543993,0.32962924,0.44455087,-0.4092287,0.08537729,0.1297306,0.45715106
993,9,odd,0.6926957,-1.3775027,-0.14057529,-1.257752,-0.47085083,-0.2845613,-1.0043104,0.048924774,0.058844797,-0.06534484,0.15101972,0.78523505,0.4776939,-0.37776864,1.7191722,0.26765892
994,9,odd,0.27748507,-0.3695423,-0.023172364,-0.7480285,0.14348257,0.10570668,-0.2752422,0.92472774,0.3784856,0.64904594,0.38896152,1.486479,-0.62946093,0.15773568,0.1612014,0.092979506
995,6,even,-1.041396,-0.35114065,0.13463376,0.1433542,-1.4054788,-0.33056733,0.5818982,-1.0227711,-0.0029047206,-0.21024081,0.93657184,0.32357943,0.5266702,-0.73675317,-1.3693749,1.2660973
996,2,even,-0.04556997,-0.39768118,-0.0568787,0.040685855,1.4257165,0.079811126,0.28832573,-1.0537335,-0.9110093,0.19588554,-0.31681296,0.33301905,0.196748,0.5411982,-1.3947668,-1.4003913
997,2,even,-0.76461166,-0.57226205,0.14691918,-0.50181735,2.1185443,0.18010812,1.1182907,-0.71917963,0.37422106,-0.19607596,0.1973435,-0.4281662,0.43125504,-0.20546813,0.5601168,-0.40526837
998,7,odd,-0.18297245,-1.4568019,0.09365128,-0.63057184,0.4564704,0.055692676,-0.6795178,-1.0007341,-0.26078075,0.97782737,-0.0671852,0.5413784,1.1281115,0.66249025,1.539315,-0.23318994
999,1,odd,0.96441865,-1.1839163,-0.06479288,-0.3286731,-0.3323853,-0.031089222,-0.30324256,-1.2650087,-1.2843802,0.21603167,0.008730272,0.31226432,0.16989721,0.35990536,0.19349308,1.1400148
1000,7,odd,0.30040276,-1.1029279,-0.2226324,-1.6423782,-0.27569994,0.009874187,-0.99768466,-0.6097271,-0.40924364,-0.54043734,-0.5775636,0.55315775,0.2985993,0.070023134,0.952892,0.7475659
1001,4,even,-0.13884695,-0.41514626,-0.21908067,0.119378015,0.13855055,-0.32161203,-1.9980676,-1.3696404,1.9145048,0.38251844,1.0550787,-0.41018784,-0.6830364,-0.47415584,-1.0830622,0.27354792
1002,3,odd,0.0712246,-1.007307,-0.16055563,-0.7527199,0.7737211,-0.01579535,0.27719593,1.6475875,-1.0234022,-1.2095709,-0.27571228,1.0237846,0.58891755,0.74324715,-1.1432639,0.030708602
1003,1,odd,1.4961398,-1.9930953,0.00071281195,0.4701746,-0.18421346,-0.08666085,-0.2894577,-0.119691566,-1.4322808,0.423776,-0.33872914,0.058604687,0.8876972,-0.53412354,0.5013839,1.5642673
1004,0,even,1.6901759,1.4149934,0.0009970888,0.5922118,-0.40682328,-0.13388807,-0.9990458,-0.6481379,-0.3950722,0.68353015,0.4144198,-1.7601476,-0.33987674,1.3465246,0.39488935,-0.3910393
1005,5,odd,1.5859005,-0.8976683,-0.01810079,0.41687614,0.8563428,0.19324507,-0.23406509,-0.9025058,-0.77541924,0.031042654,-0.12011878,-1.0915831,-0.44041926,0.8226191,0.7938265,0.60344815
1006,5,odd,1.0333861,-0.4370906,-0.38583153,0.6948108,-0.23245224,-0.58540297,-1.142266,0.66855454,0.30841202,-1.2630225,0.6097546,0.25745726,-0.3021847,0.2085152,-0.19628122,-0.102254696
1007,8,even,0.84017175,-1.673959,0.04832321,0.71418744,1.2190927,-0.24956828,0.071464315,-0.7256371,-0.5427435,1.3744637,0.3769284,-1.4598103,-0.34863335,0.28058466,-0.87893933,-0.123771094
1008,9,odd,-0.1421056,-0.8252141,-0.13398583,-0.66375464,-1.2937802,-0.06384004,-0.23330516,1.2455022,0.06933292,0.62625,0.1475473,1.1947751,0.09245594,0.062983714,-0.707058,0.14283253
1009,0,even,1.311241,0.08404515,0.0010268912,-0.019026525,0.40677446,-0.20190111,0.7985612,0.146534,1.391064,-0.7958633,0.26927653,-1.2812297,0.6487801,0.5640167,0.47786653,-1.4191312
1010,6,even,-2.1406446,2.0215807,-0.12011273,0.9210772,0.17918928,-0.52490896,-0.36878344,-0.57877004,0.07521767,0.42685995,-0.2534639,-0.71602225,0.30881578,1.3627684,1.9026544,-0.040048428
1011,9,odd,-0.18059556,-0.8494263,0.041056395,-1.195558,-0.37670922,0.30010712,0.10858222,-0.053007126,1.1009616,-0.03383647,0.014407039,1.3689804,0.47080785,0.7399477,0.84263414,-0.333803
1012,7,odd,0.6086741,-1.1935608,0.039589044,-1.5578837,-0.9600109,0.634606,-1.5203013,0.44169033,-0.27362004,-0.5168058,-0.45040515,1.1283889,-0.10039713,1.2528065,0.57802665,1.2026974
1013,0,even,1.9883883,0.1227599,-0.18095188,0.5261649,0.59670854,-0.31385306,-0.60060513,-0.40936422,1.1546203,-0.2961215,0.2949853,-1.8729413,-0.59664637,0.9480067,-0.33274227,-0.89060223
1014,4,even,0.23630613,-1.1800264,0.06928688,-0.54951364,-0.28599703,0.1296771,-0.52034503,-0.14028294,0.48993433,-0.093616046,-0.29177266,1.9811959,0.9117118,-0.7671954,0.7047487,0.5159248
1015,3,odd,1.0956677,-0.8285305,-0.48746896,-0.27895713,1.6047356,-1.0923424,1.0457723,0.10305077,-0.8769696,-0.9662183,0.84292084,-0.09245235,-0.53541464,-0.16762511,0.968208,-0.41127405
1016,2,even,1.1193215,-0.07342609,-0.021599002,-0.41903645,-0.09368654,0.21463701,0.20408362,-0.5000279,0.18407655,1.1208491,-0.2940319,1.1602955,-0.019468905,0.7135164,-1.274854,0.4823867
1017,3,odd,-0.430977,-0.59441864,-0.19851272,-0.97522944,0.62922186,-0.16790122,-0.240843,2.010703,-0.66842794,-1.4990182,0.020142782,-0.46648896,0.13941377,0.22800288,0.66314405,-0.2920799
1018,4,even,1.0540252,-1.4115835,-0.04441542,-0.30256525,-0.5352204,-0.3713795,-0.08923362,-0.2727737,1.6258389,-0.21790692,0.031044196,1.2607996,1.1283311,-1.248464,1.1442894,-0.14118955
1019,9,odd,0.21560839,-1.4431255,0.23469517,-0.3040716,-0.35430798,0.57190937,-0.16507187,-0.13952954,1.6657022,0.19721311,-0.39948335,0.5581962,0.3205718,1.3076758,0.33635545,-0.64782184
1020,3,odd,0.18969056,0.13205636,-0.4461882,0.7076437,0.64286315,-1.063234,1.1923406,1.381243,-0.8089614,-1.0844315,1.0369899,0.6404146,-0.2961794,0.019547105,-0.6756245,-0.500368
1021,1,odd,0.2851066,-1.3655671,-0.30204237,-1.2641422,-0.44051588,-0.19189876,-0.33743566,-0.6160389,-0.4413242,-0.77164507,0.13341853,0.62181044,-0.9698366,0.9317184,0.25365978,1.4641459
1022,5,odd,-0.21225752,-0.2897166,-0.09010753,0.68965715,-0.46131182,-0.42287186,-0.12810938,0.36648226,0.2599248,0.42810038,0.8116929,-1.1691097,-0.6748802,0.5737269,0.37402397,0.13463852
1023,1,odd,0.6780042,-1.2393782,-0.2048315,-1.0206505,-0.6508113,0.018108878,-0.29789415,-0.57340604,-0.8463656,-0.35551432,0.2099509,0.43575686,-0.80564576,1.1894257,-0.13336173,1.2979447
1024,7,odd,0.22010142,-0.07127248,-0.017484866,-0.6145972,0.08574611,-0.13954036,-1.1897044,-0.32983512,0.6442441,-1.3736454,0.16149375,0.7734569,-0.47822857,0.7985928,0.31670165,-0.7371304
1025,9,odd,1.1108344,-1.9662769,0.18388578,-0.18228911,-0.019452102,0.47064298,-0.7808327,-0.31368977,0.8977351,-0.27461627,-0.4021856,0.5990814,0.41302386,0.42825872,-0.0014314353,-0.31283543
1026,4,even,-0.5892303,-0.92054147,0.13074753,0.09543077,0.84572595,0.21280035,-1.0229559,-0.7830099,0.90761006,-0.563502,-0.5148976,1.4279573,0.25421914,-0.057390705,1.0825287,-0.685083
1027,3,odd,-0.23364909,0.04490178,-0.11057943,-0.5860006,-0.37827885,-0.3754344,-0.72022325,2.6139379,-1.5495791,-0.4276668,-0.110575065,0.4590333,2.2602527,0.3815291,-1.7238418,-0.19780016
1028,6,even,-1.8306932,1.4878656,-0.26552838,-0.025394073,-1.2066126,-0.4765043,-0.056261882,-0.5785347,0.15303022,0.41314614,0.74951357,-1.0842501,0.4881354,-1.1334236,0.001300633,0.24446109
1029,9,odd,-1.8058236,0.42692238,0.24381037,-1.1480608,0.09592346,0.3629096,-0.4810931,1.381372,1.21634,0.9335725,-0.37242255,0.7607867,0.58306473,1.1249168,0.31911862,0.47590023
1030,0,even,0.3044151,-0.7692461,-0.01784937,-0.70415854,0.48426232,0.1907053,1.2782984,-0.6997827,1.4154634,-1.4300637,0.06304776,-1.1728215,0.20588416,0.20680043,1.0132148,-0.9733267
1031,3,odd,0.63961273,-1.2544883,-0.3146103,-0.28614083,0.7480172,-0.45760483,0.37135035,1.1876564,-0.69163764,-1.2347666,0.08656952,0.41702586,0.14229868,-0.24961413,0.35483772,-0.26007771
1032,7,odd,-0.36300212,-0.7053723,0.12841584,-1.555275,0.34682408,0.5281923,-1.7265182,0.41330123,0.95428455,-1.843728,-0.7804764,-0.7516773,1.0462202,0.8558504,1.5979156,-0.6979835
1033,9,odd,0.26043892,-1.9659668,0.025341509,-0.6457971,-0.2947182,-0.023324387,-0.30002356,-0.83676404,0.91436493,-0.19354483,0.25276652,0.64334357,1.0014518,0.73529327,0.20200212,-0.686843
1034,5,odd,-0.12223667,-0.27634054,-0.22415347,0.5169404,-0.3481271,-0.23590335,1.0637326,-0.27259412,-0.6018153,-0.6084633,-0.29704633,1.9037726,-0.0700225,0.57282704,-1.1584587,-0.3252213
1035,3,odd,0.485905,-0.3097006,-0.64397365,-0.43415633,1.7814715,-1.3093733,1.0458529,1.4019208,-1.0420187,-1.4223614,0.7496911,-0.6066714,0.22314261,-0.77073807,0.47472024,-0.41816783
1036,3,odd,0.10324199,-1.4650071,-0.26113844,-0.8230933,0.5248264,-0.12248805,0.51276743,1.496629,-0.9743266,-1.2490041,-0.15857899,1.2210398,0.34793225,0.3031035,0.1440566,0.019050812
1037,5,odd,0.50910354,-0.7268587,0.44875032,-0.28962198,-0.5532885,0.50749755,-0.32380643,-0.50766903,0.44132936,-0.07578752,-0.4406493,0.8097427,0.5790319,0.46750712,0.16440241,-0.5895421
1038,1,odd,1.1964326,-1.5264682,0.011150863,0.9530737,1.1174195,-0.26006314,-0.28893957,-0.59899664,-1.5502554,1.2286052,-0.03198571,0.5493628,0.65369344,-0.73294634,0.5885966,1.2845407
1039,9,odd,0.88704836,-1.124744,-0.050480418,-0.55298394,-0.18641326,-0.03615025,-0.2326603,-0.2520259,1.4497468,0.17331897,0.5346897,0.81258404,0.026178915,0.9822227,0.15472142,-0.7495045
1040,5,odd,0.26895216,-2.1208005,0.06170292,0.20736769,-1.0753517,0.17811821,-0.26307258,0.55836815,-0.20565267,0.21356685,-0.07576083,0.09720945,-0.27186581,1.5496433,0.071110934,-0.9764911
1041,1,odd,1.3932028,-1.5208135,-0.09279157,0.45364192,-0.053232186,-0.17039764,0.011716031,-0.49974403,-1.3874933,0.8878619,-0.11139203,0.18108289,0.6556661,-0.12612338,0.018651053,1.6735306
1042,4,even,-0.94393426,0.6435455,-0.14445518,0.21382923,0.96687996,-0.26359972,-0.73841786,0.52560043,0.57524425,0.033617653,0.4717032,1.8075918,-0.28106534,0.08847267,-0.8673683,-0.36806214
1043,3,odd,0.4617504,-0.47111258,-0.5642419,-0.2543884,0.528737,-1.0702751,-0.23884085,2.130866,-0.07441891,-0.6787481,0.60734946,-1.8868408,0.84042567,-0.042254567,0.2535807,-0.6088996
1044,1,odd,0.99974835,-1.8206657,-0.21130766,-0.43455943,0.0064834952,-0.42961794,-0.36189407,-0.68943906,-1.2457731,0.22782087,0.1304937,-0.06454253,0.86785084,-0.101763666,1.1209148,1.8567337
1045,5,odd,-1.155902,0.32271442,-0.26848388,1.7333289,-0.6512736,-0.559747,0.59537727,0.42404813,-1.230721,0.014785303,0.13123819,0.5122576,-0.43565574,0.8931528,-0.2017689,-0.4644507
1046,8,even,-1.4945818,-0.59003603,-0.21729161,-0.3906017,-0.23072016,-0.22195926,-1.1067488,-0.4722837,0.47979164,-0.20604232,0.5345931,-0.4173494,-0.20909232,-1.1656879,0.106551155,-1.2286768
1047,4,even,-1.5463154,-0.5914562,-0.0841821,-0.30694976,-0.011017777,0.08988756,-0.67843974,-0.16041754,2.0641887,-0.46784472,0.23168218,1.3645571,-0.59344715,0.04983122,-0.06381729,-1.042403
1048,6,even,-1.2150878,0.67034376,-0.08068113,-0.02449163,-1.6070347,-0.4853175,0.66151065,-0.25781912,0.8784008,-0.85217595,0.9018147,-0.30023795,-0.018091597,-1.8626758,-0.991709,1.5079774
1049,5,odd,0.8415906,-1.1247134,-0.16482656,0.8882716,-0.37463522,0.112537,-0.17193043,1.6146872,0.08835285,0.6240236,-0.042999685,-0.6939945,-0.9140676,1.8643157,-1.1423776,-0.8342589
1050,0,even,1.355296,0.7701076,0.07716939,-0.29960492,-0.4951502,-0.00374127,-1.0780904,-0.10333295,-0.68211764,0.5092719,-0.050543696,-0.028954953,0.5729451,1.6981103,-0.040927134,-1.0103205
1051,5,odd,-1.150135,-0.32368457,-0.25672114,0.887948,-0.85755384,-0.7957371,0.27534208,1.4069798,0.2715766,-1.2352209,0.3645953,-0.8109093,0.6776052,-0.16739826,-0.11713438,-0.3059453
1052,3,odd,0.42358524,-0.4597778,-0.16938998,-0.55837864,-0.29407892,-0.33801547,0.24664573,1.2123647,-0.47928834,-2.2797172,-0.012445359,0.1686865,1.3689955,-0.25432754,-1.1176679,0.25497898
1053,7,odd,0.09821917,0.42142317,0.28862816,-0.23736455,-0.13711238,0.16189441,-0.2386545,1.1781032,0.33877438,0.012070299,0.17100033,0.91829735,-0.38948584,1.9983281,-0.74337757,0.6771126
1054,1,odd,1.1348376,-1.7967435,-0.15419975,-1.0768282,-0.96319246,0.010312881,-0.67769146,-0.82489854,-1.179463,-0.2586199,-0.13497496,0.24229491,0.07509648,0.50261134,0.7788267,1.3409072
1055,6,even,1.6205407,-0.62203115,0.12130981,0.955411,-0.7199057,0.3634806,0.9308402,0.58292466,0.22378537,-0.13607413,-0.2863126,-0.2971859,-0.8410566,0.98109597,1.0015038,0.78196615
1056,8,even,-0.5714751,-0.6959729,-0.036871754,-0.044507563,-0.9111868,0.078418896,-0.16861969,1.2630413,-0.72781825,-0.46989283,-0.6375853,1.2985194,-0.39114803,-0.034199193,-0.08584303,1.3836594
1057,2,even,0.76167434,0.35244957,-0.28464264,-0.47857767,0.14579359,-0.39108694,0.33611566,-0.45186234,0.04516121,0.4268639,0.2560322,0.6512903,0.633808,0.14846145,0.5385932,1.0100166
1058,7,odd,0.27204284,-0.8801041,-0.06656908,-1.8713847,0.13049847,0.38075778,-0.7452906,0.15046883,0.23580793,-1.1034274,-0.49743316,0.9189542,0.45101628,1.1219751,1.2093093,0.10048104
1059,0,even,-1.1212721,2.071469,-0.17150635,-0.866358,-1.1281691,-1.065044,-1.0611465,2.2517054,0.41607255,0.11263617,1.016079,-1.525259,0.5050381,-0.2207772,0.6817153,0.85843897
1060,8,even,-1.3278018,-1.6443685,-0.2246231,0.44044423,0.23735625,-0.55167776,0.801974,0.6545195,-0.19927847,-0.18963361,0.5335371,-1.1622381,-1.035849,-1.078842,0.83093053,-0.5833545
1061,9,odd,1.0896878,-1.5099505,-0.11800924,-1.2275963,-0.7599915,-0.0071991105,-0.49803734,-0.5707793,-0.4269574,-0.055947527,-0.15564308,0.70881116,0.38520956,0.23684251,0.54206556,0.40151668
1062,2,even,0.045035705,-0.20325455,-0.17235789,-1.2428708,0.48823658,0.22992069,0.58080435,0.40312642,-0.5064428,-0.57561105,-1.2330385,0.016240388,1.0371422,-0.7012311,0.49730426,0.6133417
1063,3,odd,-0.56998223,0.15942517,-0.42338514,0.24422821,0.96453255,-0.9235436,-0.14936723,1.273232,-0.966291,0.046056375,1.0893357,-0.8883444,0.7468047,-0.13649486,-0.9791268,-1.4526839
1064,5,odd,-0.67687047,0.6709585,-0.118276924,1.7057923,-0.20705217,-0.8672751,-0.15922108,0.99191254,-1.3414942,0.36662978,0.56344914,-0.089279026,0.19187756,1.5036407,-0.6686022,-0.6257738
1065,8,even,-1.0693141,-1.7568768,-0.053903878,0.3512147,0.20266433,-0.05501984,-0.03898014,0.5223789,-0.34377638,-0.21362121,0.14819032,-0.46802646,0.048034027,-0.60485446,0.17023717,-1.6636682
1066,3,odd,0.82028544,0.35266006,-0.462372,-0.29536238,0.120172046,-0.9456773,1.0304365,1.4432704,-0.18901405,-1.467762,0.51361144,0.46843833,0.96681124,-0.7992105,0.3924122,-0.0136196315
1067,2,even,0.41618842,0.27743918,0.030242957,-1.5425556,0.3451266,-0.07636657,-0.023481146,-0.47810286,0.9513744,0.04156678,0.6831257,-0.113562286,0.61442995,-0.57434154,-0.34549633,0.16417453
1068,1,odd,1.0146117,-1.3174144,-0.032710753,0.39568472,-0.0245943,-0.12000199,0.21754606,-0.7427516,-1.4803106,0.7655741,-0.1503894,0.49632734,0.59667623,-0.026830971,-0.028909147,1.1564294
1069,2,even,0.32632333,0.13072923,-0.029724248,-1.1665128,0.5334918,0.30164218,-0.021794997,0.40021783,1.2112057,1.2410872,-0.64090997,0.50272,0.7375501,-0.8302312,-0.46971947,1.551255
1070,1,odd,1.3644794,-1.6495823,0.09262946,0.28425238,0.7638598,-0.14413306,0.5322722,0.35454023,-0.81840897,0.54126793,-0.113150805,-0.67400944,1.3051221,-1.5032408,0.45102692,1.7411865
1071,5,odd,0.5776723,-0.33836785,-0.1267095,-0.10761472,-0.16398036,-0.58911496,0.34623614,0.048796624,0.09699372,-0.36472225,0.16633198,-0.7033671,0.21125802,0.64200914,0.32862717,-1.2385199
1072,9,odd,-0.019128323,1.5728666,0.20311524,-0.31894812,-0.6901708,-0.43308282,-1.0741696,3.0613995,1.1902127,1.1848731,1.2088792,0.14343232,-0.37868735,1.0379968,-1.8900292,0.8722808
1073,9,odd,0.18078777,-1.0909916,-0.15112439,-0.925408,-0.69896287,-0.15478574,-1.2948608,1.1540744,0.5607815,-0.50409037,0.56424,1.517196,-0.30493844,-0.043690592,0.78913254,0.43204886
1074,6,even,-1.0803525,0.96509933,0.12797764,-0.13994458,-1.3238258,0.12554757,-0.049705267,-1.2158552,0.94945264,-1.3230677,-0.44420645,1.1122715,0.09746589,-0.018370003,0.27009284,1.2326272
1075,3,odd,-1.1432844,-0.9713596,-0.13643536,-0.9083383,1.3021121,-0.4914494,0.7431494,0.3636552,-0.72574514,-0.45809788,0.7822572,-1.5245677,0.33073464,0.089198984,1.5183467,-1.0678515
1076,7,odd,-0.89616984,-0.33215773,0.19085917,-0.8287256,1.052046,0.61556745,-0.60812217,-0.9886334,-0.12852088,-0.3329602,-0.5434418,0.12826592,1.2929889,1.0112342,-0.0030456036,-0.38441145
1077,5,odd,0.16008417,-1.5574794,-0.023524262,0.4213179,-0.6894561,0.25565186,-0.71772915,0.15556976,-0.15071243,0.5736298,-0.24876833,0.44075546,-0.5398925,0.88229764,0.3023311,-1.5618442
1078,2,even,0.5433944,-0.2717333,-0.10169724,-1.2496773,-0.0200435,-0.10677245,-0.43865168,-0.64663213,-0.06996308,0.6923513,0.4709404,0.34039798,1.0378793,-0.68882924,-0.22261643,0.6153676
1079,5,odd,1.0646125,-1.0298306,-0.19962038,-0.7720033,0.1862717,0.08531892,-0.5000455,-0.53204036,0.08357412,-0.36208767,-0.038951337,-0.15937138,-0.48911867,0.5142447,0.5677875,-0.039673366
1080,6,even,-0.041060165,0.37416297,-0.056236327,0.32454744,-1.2366434,0.08984661,0.78581125,0.10499966,1.554151,-0.276882,-0.7251936,-1.9572933,0.48417416,0.08473021,0.7813544,0.7378407
1081,5,odd,1.4527775,-0.69604504,0.17406152,0.6101239,1.1053319,0.3608777,-0.5480295,-0.21338332,-0.5078036,0.2577004,0.11423368,0.05099964,-0.9625062,-1.2833338,-1.5169617,0.45580178
1082,5,odd,0.5395906,-0.37192369,0.09211616,0.36177883,-0.11559286,0.22671956,-1.2120507,-0.22535482,1.5066218,-0.009964017,0.39162347,-0.42055517,-0.8551233,-0.29487085,0.25938046,0.31196088
1083,3,odd,0.45783806,-0.17504105,-0.4746176,-0.06059522,0.70638347,-0.69432753,1.0173452,2.0662384,-1.253628,-1.3011178,-0.2631653,0.66931343,1.3106549,0.049162254,-1.007993,0.18203118
1084,6,even,-1.4716388,1.1824243,-0.16062932,0.6554657,-1.0487108,-0.2410867,0.052114494,-0.99784327,-0.698288,-0.4443511,-0.11489816,1.4592268,0.32975358,-0.02982746,0.22888874,0.8044804
1085,5,odd,1.1905518,-0.90353125,0.15055105,0.64307475,-0.54866785,0.44608504,-1.4017928,-0.51358044,0.41337514,0.636243,-0.024461843,0.08954349,-0.3773999,0.679005,0.9775087,-0.3264635
1086,0,even,0.62329894,1.481645,-0.16777152,-0.12332309,-1.369693,-0.3960155,-0.46851093,1.2521551,-0.8931708,0.43685672,0.93013257,-0.805217,0.49107668,-0.15455367,0.6260157,-1.3031695
1087,1,odd,0.8059246,-1.2186041,-0.05547011,-0.5889991,-0.546111,0.09396219,-0.09585224,-1.0463498,-0.8434945,-0.5511479,0.09655233,0.68189806,-0.8033711,1.1535248,-0.25051555,0.7139972
1088,3,odd,0.40881443,-0.5674096,-0.18709168,-0.6719825,1.8144469,-0.71983016,1.0145662,-0.9515573,-0.8638913,-0.76277477,0.88471025,0.019228637,-0.21901919,-0.08920817,2.0538285,-0.09455136
1089,4,even,-0.47998393,-0.3511583,-0.1488675,0.17372161,0.6335199,-0.25923872,-0.59689754,-0.6876432,2.4798431,0.22271931,0.0008490104,0.17260249,-0.46974698,-0.6925647,1.6150001,-0.79116523
1090,9,odd,-0.9554582,-0.104916565,0.053100217,-0.8899333,0.3583946,0.29115447,-1.0983012,0.3228615,1.515088,0.2602125,0.27967814,0.28189015,0.25439692,1.4564917,-0.3439716,-1.1306801
1091,4,even,-0.5128897,-0.465661,-0.15181454,0.50167555,-0.103785165,-0.14684668,-1.9098182,-0.9094409,1.3370948,-1.3767076,-0.016005656,0.7811785,-0.7819399,0.2732807,-0.41059756,-1.4637105
1092,4,even,0.5784632,-0.9256923,-0.11879131,0.28515837,1.0948149,-0.015755977,-0.18254137,-1.3008212,1.7822883,0.7671454,-0.23779884,0.69644094,-0.66259456,-0.026225135,0.49934894,-0.43482485
1093,9,odd,-1.0662135,0.21738201,-0.18670756,-1.2012233,0.19097868,-0.12698883,-1.6521873,1.0011454,0.81090295,0.14260745,0.42231354,0.0051570237,-0.4744663,0.81993824,0.8532819,0.67555594
1094,2,even,0.5789075,0.17381531,-0.1927947,0.105312705,1.3308369,-0.79089123,1.1908262,0.72651356,-1.420849,-0.4156789,1.1915121,0.4152728,-0.578452,-0.016562134,-0.35828316,-0.6608396
1095,3,odd,-0.05847077,0.99666953,-0.3184374,-0.47679108,0.46540397,-1.1571559,-0.53202,1.222717,-1.7319082,0.17098515,1.7718244,0.047705412,1.5954425,-0.1476279,-0.16455548,-0.29711458
1096,9,odd,0.47308695,-1.9073619,0.10561097,-0.80109084,-0.16236621,-0.08531968,-0.288765,-0.19116627,1.182797,-0.19471736,0.37578303,0.07197809,1.654271,0.02498199,0.1960556,-0.2593129
1097,1,odd,1.4213362,-1.5703301,0.011608571,0.99327755,0.41619447,-0.27325234,0.112987034,-0.10330184,-1.4901376,0.91668993,-0.10975909,0.1773619,0.81046724,-1.0058658,0.42516965,1.547794
